Episode,Score,Total Steps,Death
417,0,15,WALL
418,1,26,WALL
419,0,17,WALL
420,0,16,WALL
421,0,7,WALL
422,0,21,WALL
423,0,1,SNAKE
424,0,1,SNAKE
425,0,12,WALL
426,1,22,WALL
427,0,1,SNAKE
428,0,13,WALL
429,0,1,SNAKE
430,0,1,SNAKE
431,0,30,WALL
432,0,12,WALL
433,0,1,SNAKE
434,0,1,SNAKE
435,0,28,WALL
436,0,4,WALL
437,0,10,WALL
438,0,12,WALL
439,0,1,SNAKE
440,0,10,WALL
441,0,1,SNAKE
442,0,7,WALL
443,0,1,SNAKE
444,0,1,SNAKE
445,3,13,WALL
446,1,7,WALL
447,0,11,WALL
448,0,11,WALL
449,0,1,SNAKE
450,0,14,WALL
451,0,1,SNAKE
452,0,1,SNAKE
453,0,12,WALL
454,0,1,SNAKE
455,0,1,SNAKE
456,0,1,SNAKE
457,0,50,WALL
458,1,26,WALL
459,0,7,WALL
460,0,1,SNAKE
461,0,1,SNAKE
462,0,1,SNAKE
463,0,1,SNAKE
464,0,11,WALL
465,0,1,SNAKE
466,0,22,WALL
467,0,65,WALL
468,1,18,SNAKE
469,0,10,WALL
470,0,10,WALL
471,0,7,WALL
472,0,7,WALL
473,0,1,SNAKE
474,0,6,WALL
475,0,6,WALL
476,0,59,WALL
477,0,21,WALL
478,0,9,WALL
479,0,12,WALL
480,0,1,SNAKE
481,0,5,WALL
482,0,1,SNAKE
483,0,5,WALL
484,0,1,SNAKE
485,0,19,WALL
486,0,8,WALL
487,0,11,WALL
488,0,1,SNAKE
489,0,1,SNAKE
490,0,8,WALL
491,0,11,WALL
492,0,6,WALL
493,0,1,SNAKE
494,0,1,SNAKE
495,1,13,SNAKE
496,1,24,WALL
497,0,7,WALL
498,0,1,SNAKE
499,0,14,WALL
500,1,9,WALL
501,0,5,WALL
502,0,9,WALL
503,0,1,SNAKE
504,0,1,SNAKE
505,0,8,WALL
506,1,5,SNAKE
507,0,1,SNAKE
508,0,17,WALL
509,0,1,SNAKE
510,0,1,SNAKE
511,0,1,SNAKE
512,0,1,SNAKE
513,0,1,SNAKE
514,0,5,WALL
515,0,1,SNAKE
516,1,11,SNAKE
517,0,19,WALL
518,0,1,SNAKE
519,1,12,WALL
520,0,1,SNAKE
521,0,7,WALL
522,0,1,SNAKE
523,0,1,SNAKE
524,0,17,WALL
525,0,33,WALL
526,0,1,SNAKE
527,0,1,SNAKE
528,0,5,WALL
529,1,21,SNAKE
530,0,15,WALL
531,0,10,WALL
532,0,11,WALL
533,0,1,SNAKE
534,0,16,WALL
535,0,7,WALL
536,1,6,WALL
537,0,1,SNAKE
538,0,1,SNAKE
539,0,1,SNAKE
540,0,6,WALL
541,0,11,WALL
542,0,11,WALL
543,0,8,WALL
544,0,1,SNAKE
545,0,6,WALL
546,1,11,WALL
547,0,1,SNAKE
548,1,8,WALL
549,0,14,WALL
550,0,1,SNAKE
551,0,1,SNAKE
552,0,1,SNAKE
553,0,1,SNAKE
554,0,13,WALL
555,0,14,WALL
556,0,6,WALL
557,0,1,SNAKE
558,0,8,WALL
559,0,1,SNAKE
560,0,1,SNAKE
561,1,12,WALL
562,0,5,WALL
563,0,1,SNAKE
564,1,8,WALL
565,0,23,WALL
566,0,1,SNAKE
567,2,12,WALL
568,0,19,WALL
569,0,1,SNAKE
570,0,19,WALL
571,0,11,WALL
572,0,5,WALL
573,0,28,WALL
574,1,9,WALL
575,0,1,SNAKE
576,0,26,WALL
577,0,12,WALL
578,1,17,SNAKE
579,0,1,SNAKE
580,0,24,WALL
581,0,1,SNAKE
582,0,14,WALL
583,0,6,WALL
584,0,13,WALL
585,0,1,SNAKE
586,0,1,SNAKE
587,0,1,SNAKE
588,0,11,WALL
589,0,1,SNAKE
590,0,1,SNAKE
591,0,9,WALL
592,0,8,WALL
593,0,1,SNAKE
594,0,1,SNAKE
595,0,9,WALL
596,0,6,WALL
597,0,1,SNAKE
598,0,1,SNAKE
599,0,27,WALL
600,0,1,SNAKE
601,0,1,SNAKE
602,0,9,WALL
603,0,1,SNAKE
604,0,1,SNAKE
605,0,20,WALL
606,0,1,SNAKE
607,0,15,WALL
608,0,1,SNAKE
609,1,15,SNAKE
610,0,17,WALL
611,0,1,SNAKE
612,0,1,SNAKE
613,0,1,SNAKE
614,0,9,WALL
615,0,1,SNAKE
616,0,11,WALL
617,0,1,SNAKE
618,0,30,WALL
619,0,9,WALL
620,1,25,SNAKE
621,0,1,SNAKE
622,0,5,WALL
623,0,1,SNAKE
624,0,1,SNAKE
625,0,23,WALL
626,0,1,SNAKE
627,0,10,WALL
628,0,20,WALL
629,0,1,SNAKE
630,0,1,SNAKE
631,0,1,SNAKE
632,0,7,WALL
633,0,1,SNAKE
634,0,1,SNAKE
635,0,15,WALL
636,0,11,WALL
637,0,22,WALL
638,0,20,WALL
639,0,1,SNAKE
640,0,1,SNAKE
641,0,8,WALL
642,0,23,WALL
643,0,9,WALL
644,0,4,WALL
645,0,33,WALL
646,0,11,WALL
647,0,10,WALL
648,0,1,SNAKE
649,0,15,WALL
650,0,1,SNAKE
651,0,15,WALL
652,0,1,SNAKE
653,0,1,SNAKE
654,0,5,WALL
655,0,1,SNAKE
656,0,1,SNAKE
657,0,8,WALL
658,0,1,SNAKE
659,0,15,WALL
660,0,1,SNAKE
661,0,14,WALL
662,0,8,WALL
663,0,1,SNAKE
664,0,11,WALL
665,1,8,WALL
666,0,5,WALL
667,0,1,SNAKE
668,0,1,SNAKE
669,0,1,SNAKE
670,0,19,WALL
671,0,30,WALL
672,1,22,WALL
673,0,21,WALL
674,0,8,WALL
675,0,11,WALL
676,0,1,SNAKE
677,0,17,WALL
678,0,17,WALL
679,0,1,SNAKE
680,0,8,WALL
681,0,7,WALL
682,0,21,WALL
683,0,1,SNAKE
684,0,1,SNAKE
685,0,20,WALL
686,1,10,SNAKE
687,0,1,SNAKE
688,0,29,WALL
689,0,12,WALL
690,1,6,WALL
691,0,1,SNAKE
692,0,1,SNAKE
693,0,1,SNAKE
694,0,16,WALL
695,1,16,WALL
696,1,8,WALL
697,0,5,WALL
698,0,29,WALL
699,0,21,WALL
700,0,19,WALL
701,0,7,WALL
702,0,11,WALL
703,0,1,SNAKE
704,1,21,WALL
705,0,1,SNAKE
706,0,1,SNAKE
707,0,6,WALL
708,0,1,SNAKE
709,0,1,SNAKE
710,0,1,SNAKE
711,0,14,WALL
712,0,8,WALL
713,2,9,WALL
714,0,9,WALL
715,0,9,WALL
716,0,6,WALL
717,0,1,SNAKE
718,0,1,SNAKE
719,0,11,WALL
720,0,1,SNAKE
721,0,12,WALL
722,1,15,WALL
723,0,12,WALL
724,2,9,WALL
725,0,18,WALL
726,0,1,SNAKE
727,0,7,WALL
728,0,19,WALL
729,0,12,WALL
730,0,8,WALL
731,0,9,WALL
732,1,8,SNAKE
733,0,11,WALL
734,0,1,SNAKE
735,0,6,WALL
736,0,1,SNAKE
737,0,10,WALL
738,0,6,WALL
739,0,4,WALL
740,0,1,SNAKE
741,0,1,SNAKE
742,0,6,WALL
743,0,1,SNAKE
744,0,1,SNAKE
745,0,15,WALL
746,0,10,WALL
747,0,7,WALL
748,0,1,SNAKE
749,1,8,WALL
750,0,11,WALL
751,0,1,SNAKE
752,0,6,WALL
753,0,19,WALL
754,1,23,WALL
755,0,1,SNAKE
756,0,1,SNAKE
757,0,1,SNAKE
758,0,11,WALL
759,1,20,SNAKE
760,0,8,WALL
761,0,1,SNAKE
762,0,10,WALL
763,0,1,SNAKE
764,1,13,WALL
765,0,5,WALL
766,1,9,SNAKE
767,0,6,WALL
768,0,1,SNAKE
769,0,10,WALL
770,0,1,SNAKE
771,0,26,WALL
772,0,6,WALL
773,0,22,WALL
774,0,5,WALL
775,0,14,WALL
776,0,12,WALL
777,0,26,WALL
778,0,1,SNAKE
779,0,13,WALL
780,1,8,WALL
781,0,11,WALL
782,0,1,SNAKE
783,0,1,SNAKE
784,0,1,SNAKE
785,0,1,SNAKE
786,0,30,WALL
787,0,1,SNAKE
788,0,9,WALL
789,0,7,WALL
790,0,13,WALL
791,0,7,WALL
792,0,1,SNAKE
793,0,26,WALL
794,0,20,WALL
795,0,14,WALL
796,0,7,WALL
797,0,7,WALL
798,0,1,SNAKE
799,0,23,WALL
800,0,9,WALL
801,0,7,WALL
802,0,9,WALL
803,0,1,SNAKE
804,0,1,SNAKE
805,0,12,WALL
806,0,7,WALL
807,0,11,WALL
808,0,1,SNAKE
809,0,7,WALL
810,0,6,WALL
811,0,1,SNAKE
812,0,1,SNAKE
813,0,1,SNAKE
814,0,9,WALL
815,0,1,SNAKE
816,1,11,WALL
817,0,10,WALL
818,0,1,SNAKE
819,0,19,WALL
820,0,22,WALL
821,0,7,WALL
822,0,1,SNAKE
823,0,1,SNAKE
824,0,1,SNAKE
825,1,21,WALL
826,0,7,WALL
827,0,8,WALL
828,0,1,SNAKE
829,0,1,SNAKE
830,0,1,SNAKE
831,0,8,WALL
832,0,6,WALL
833,0,13,WALL
834,0,13,WALL
835,0,7,WALL
836,1,6,WALL
837,0,33,WALL
838,0,12,WALL
839,0,10,WALL
840,0,1,SNAKE
841,1,10,SNAKE
842,0,17,WALL
843,0,1,SNAKE
844,0,6,WALL
845,0,5,WALL
846,0,33,WALL
847,0,23,WALL
848,0,1,SNAKE
849,0,8,WALL
850,0,22,WALL
851,0,5,WALL
852,0,5,WALL
853,0,11,WALL
854,0,13,WALL
855,0,14,WALL
856,0,6,WALL
857,0,5,WALL
858,1,23,WALL
859,0,4,WALL
860,0,23,WALL
861,0,1,SNAKE
862,0,9,WALL
863,0,7,WALL
864,0,4,WALL
865,1,19,WALL
866,0,11,WALL
867,0,1,SNAKE
868,0,7,WALL
869,0,9,WALL
870,0,15,WALL
871,0,38,WALL
872,0,1,SNAKE
873,0,40,WALL
874,0,1,SNAKE
875,0,22,WALL
876,0,28,WALL
877,0,8,WALL
878,0,6,WALL
879,0,11,WALL
880,0,7,WALL
881,0,20,WALL
882,0,1,SNAKE
883,0,13,WALL
884,0,1,SNAKE
885,0,1,SNAKE
886,0,1,SNAKE
887,0,7,WALL
888,0,4,WALL
889,0,9,WALL
890,0,11,WALL
891,0,7,WALL
892,0,8,WALL
893,1,40,SNAKE
894,1,13,WALL
895,0,41,WALL
896,0,5,WALL
897,0,6,WALL
898,0,1,SNAKE
899,1,36,WALL
900,0,7,WALL
901,0,1,SNAKE
902,0,6,WALL
903,0,13,WALL
904,0,8,WALL
905,1,8,WALL
906,1,8,WALL
907,0,7,WALL
908,0,1,SNAKE
909,0,13,WALL
910,1,5,WALL
911,0,12,WALL
912,0,14,WALL
913,1,13,WALL
914,0,1,SNAKE
915,0,1,SNAKE
916,0,6,WALL
917,0,1,SNAKE
918,0,1,SNAKE
919,0,6,WALL
920,0,1,SNAKE
921,0,1,SNAKE
922,0,14,WALL
923,0,6,WALL
924,0,1,SNAKE
925,0,1,SNAKE
926,0,1,SNAKE
927,0,13,WALL
928,0,36,WALL
929,0,10,WALL
930,0,8,WALL
931,0,12,WALL
932,0,19,WALL
933,1,21,WALL
934,0,19,WALL
935,0,1,SNAKE
936,0,1,SNAKE
937,0,6,WALL
938,0,30,WALL
939,0,14,WALL
940,0,29,WALL
941,1,13,WALL
942,0,6,WALL
943,0,6,WALL
944,0,10,WALL
945,0,1,SNAKE
946,0,10,WALL
947,0,16,WALL
948,0,1,SNAKE
949,0,8,WALL
950,0,16,WALL
951,0,14,WALL
952,0,7,WALL
953,0,6,WALL
954,0,1,SNAKE
955,0,37,WALL
956,1,7,SNAKE
957,0,21,WALL
958,0,1,SNAKE
959,0,7,WALL
960,1,18,WALL
961,0,9,WALL
962,1,8,WALL
963,1,12,WALL
964,0,1,SNAKE
965,0,6,WALL
966,1,11,WALL
967,1,17,WALL
968,0,5,WALL
969,1,7,WALL
970,0,7,WALL
971,0,1,SNAKE
972,0,14,WALL
973,0,1,SNAKE
974,1,12,WALL
975,0,1,SNAKE
976,0,1,SNAKE
977,0,23,WALL
978,0,20,WALL
979,0,11,WALL
980,0,6,WALL
981,0,7,WALL
982,0,17,WALL
983,0,1,SNAKE
984,1,17,SNAKE
985,0,6,WALL
986,0,1,SNAKE
987,0,15,WALL
988,0,5,WALL
989,0,16,WALL
990,0,14,WALL
991,0,20,WALL
992,0,1,SNAKE
993,0,9,WALL
994,0,22,WALL
995,0,1,SNAKE
996,0,1,SNAKE
997,0,7,WALL
998,0,1,SNAKE
999,0,1,SNAKE
1000,0,7,WALL
1001,1,28,WALL
1002,0,18,WALL
1003,0,11,WALL
1004,0,21,WALL
1005,0,12,WALL
1006,0,15,WALL
1007,0,9,WALL
1008,0,9,WALL
1009,0,14,WALL
1010,2,28,SNAKE
1011,0,5,WALL
1012,0,22,WALL
1013,0,5,WALL
1014,0,9,WALL
1015,0,1,SNAKE
1016,0,24,WALL
1017,0,32,WALL
1018,0,18,WALL
1019,0,1,SNAKE
1020,1,16,SNAKE
1021,2,15,WALL
1022,0,1,SNAKE
1023,1,8,WALL
1024,1,17,WALL
1025,0,16,WALL
1026,0,1,SNAKE
1027,0,7,WALL
1028,0,1,SNAKE
1029,0,23,WALL
1030,0,21,WALL
1031,1,7,WALL
1032,0,10,WALL
1033,0,11,WALL
1034,2,24,WALL
1035,0,1,SNAKE
1036,0,7,WALL
1037,0,16,WALL
1038,0,7,WALL
1039,0,18,WALL
1040,0,21,WALL
1041,0,25,WALL
1042,0,4,WALL
1043,0,25,WALL
1044,0,6,WALL
1045,0,1,SNAKE
1046,1,16,WALL
1047,0,1,SNAKE
1048,0,1,SNAKE
1049,1,29,SNAKE
1050,0,18,WALL
1051,0,5,WALL
1052,0,1,SNAKE
1053,0,20,WALL
1054,0,13,WALL
1055,0,19,WALL
1056,0,1,SNAKE
1057,1,6,SNAKE
1058,0,1,SNAKE
1059,0,7,WALL
1060,0,6,WALL
1061,1,16,WALL
1062,1,6,WALL
1063,0,1,SNAKE
1064,0,1,SNAKE
1065,0,9,WALL
1066,0,1,SNAKE
1067,0,10,WALL
1068,0,1,SNAKE
1069,0,21,WALL
1070,0,1,SNAKE
1071,0,7,WALL
1072,0,1,SNAKE
1073,0,6,WALL
1074,0,1,SNAKE
1075,0,13,WALL
1076,0,22,WALL
1077,0,1,SNAKE
1078,0,10,WALL
1079,0,12,WALL
1080,0,8,WALL
1081,0,16,WALL
1082,0,8,WALL
1083,0,7,WALL
1084,0,1,SNAKE
1085,0,9,WALL
1086,0,13,WALL
1087,0,1,SNAKE
1088,1,13,SNAKE
1089,0,12,WALL
1090,0,1,SNAKE
1091,0,27,WALL
1092,0,5,WALL
1093,0,1,SNAKE
1094,1,12,SNAKE
1095,0,6,WALL
1096,0,16,WALL
1097,0,1,SNAKE
1098,0,1,SNAKE
1099,0,5,WALL
1100,0,4,WALL
1101,0,16,WALL
1102,0,12,WALL
1103,0,1,SNAKE
1104,0,10,WALL
1105,0,1,SNAKE
1106,0,6,WALL
1107,0,41,WALL
1108,1,43,WALL
1109,0,1,SNAKE
1110,0,1,SNAKE
1111,0,1,SNAKE
1112,0,10,WALL
1113,0,10,WALL
1114,1,19,WALL
1115,0,1,SNAKE
1116,0,7,WALL
1117,0,20,WALL
1118,0,10,WALL
1119,0,1,SNAKE
1120,0,8,WALL
1121,0,1,SNAKE
1122,0,9,WALL
1123,0,34,WALL
1124,0,11,WALL
1125,0,1,SNAKE
1126,0,8,WALL
1127,0,7,WALL
1128,0,21,WALL
1129,0,10,WALL
1130,0,7,WALL
1131,0,1,SNAKE
1132,0,32,WALL
1133,0,12,WALL
1134,0,6,WALL
1135,0,10,WALL
1136,0,9,WALL
1137,0,9,WALL
1138,0,8,WALL
1139,0,13,WALL
1140,0,1,SNAKE
1141,0,1,SNAKE
1142,0,6,WALL
1143,0,18,WALL
1144,0,9,WALL
1145,1,46,SNAKE
1146,0,11,WALL
1147,0,1,SNAKE
1148,1,18,WALL
1149,0,1,SNAKE
1150,0,36,WALL
1151,0,8,WALL
1152,0,19,WALL
1153,1,41,SNAKE
1154,0,1,SNAKE
1155,1,24,WALL
1156,0,26,WALL
1157,0,6,WALL
1158,0,38,WALL
1159,0,5,WALL
1160,0,16,WALL
1161,0,1,SNAKE
1162,0,1,SNAKE
1163,0,21,WALL
1164,0,6,WALL
1165,0,7,WALL
1166,1,59,WALL
1167,0,8,WALL
1168,0,11,WALL
1169,0,15,WALL
1170,0,1,SNAKE
1171,0,1,SNAKE
1172,1,24,SNAKE
1173,0,13,WALL
1174,0,6,WALL
1175,0,9,WALL
1176,0,1,SNAKE
1177,0,1,SNAKE
1178,0,17,WALL
1179,0,9,WALL
1180,0,8,WALL
1181,0,21,WALL
1182,0,7,WALL
1183,0,18,WALL
1184,0,5,WALL
1185,0,1,SNAKE
1186,0,6,WALL
1187,0,25,WALL
1188,1,16,WALL
1189,0,1,SNAKE
1190,0,1,SNAKE
1191,0,1,SNAKE
1192,0,1,SNAKE
1193,0,7,WALL
1194,0,17,WALL
1195,0,10,WALL
1196,0,1,SNAKE
1197,0,1,SNAKE
1198,1,9,WALL
1199,0,1,SNAKE
1200,0,1,SNAKE
1201,0,15,WALL
1202,0,1,SNAKE
1203,0,5,WALL
1204,0,14,WALL
1205,0,19,WALL
1206,0,1,SNAKE
1207,0,1,SNAKE
1208,0,7,WALL
1209,0,1,SNAKE
1210,1,15,WALL
1211,0,7,WALL
1212,0,8,WALL
1213,0,5,WALL
1214,0,12,WALL
1215,0,1,SNAKE
1216,0,17,WALL
1217,0,1,SNAKE
1218,0,10,WALL
1219,0,8,WALL
1220,0,12,WALL
1221,0,18,WALL
1222,1,27,SNAKE
1223,0,1,SNAKE
1224,0,1,SNAKE
1225,0,1,SNAKE
1226,0,14,WALL
1227,0,1,SNAKE
1228,0,7,WALL
1229,1,48,WALL
1230,0,1,SNAKE
1231,0,11,WALL
1232,1,6,WALL
1233,0,1,SNAKE
1234,0,5,WALL
1235,0,8,WALL
1236,0,13,WALL
1237,0,10,WALL
1238,0,7,WALL
1239,0,6,WALL
1240,0,1,SNAKE
1241,0,1,SNAKE
1242,0,14,WALL
1243,0,15,WALL
1244,0,23,WALL
1245,0,9,WALL
1246,0,44,WALL
1247,0,1,SNAKE
1248,0,6,WALL
1249,0,5,WALL
1250,1,27,WALL
1251,0,8,WALL
1252,1,39,WALL
1253,1,9,SNAKE
1254,0,1,SNAKE
1255,0,1,SNAKE
1256,0,1,SNAKE
1257,0,38,WALL
1258,0,1,SNAKE
1259,0,12,WALL
1260,0,10,WALL
1261,0,1,SNAKE
1262,0,11,WALL
1263,0,1,SNAKE
1264,0,4,WALL
1265,0,14,WALL
1266,0,1,SNAKE
1267,1,9,SNAKE
1268,0,1,SNAKE
1269,2,7,WALL
1270,0,19,WALL
1271,0,16,WALL
1272,0,1,SNAKE
1273,0,1,SNAKE
1274,0,20,WALL
1275,0,1,SNAKE
