Episode,Score,Total Steps,Death
187,0,1,SNAKE
188,0,7,WALL
189,0,1,SNAKE
190,0,6,WALL
191,0,13,WALL
192,1,13,WALL
193,0,13,WALL
194,0,1,SNAKE
195,1,18,WALL
196,0,1,SNAKE
197,1,11,SNAKE
198,0,13,WALL
199,0,33,WALL
200,0,1,SNAKE
201,0,10,WALL
202,0,27,WALL
203,0,1,SNAKE
204,0,1,SNAKE
205,0,10,WALL
206,1,14,SNAKE
207,0,15,WALL
208,0,8,WALL
209,0,1,SNAKE
210,0,8,WALL
211,0,1,SNAKE
212,0,5,WALL
213,1,8,SNAKE
214,0,27,WALL
215,0,20,WALL
216,0,6,WALL
217,0,8,WALL
218,0,5,WALL
219,0,1,SNAKE
220,0,1,SNAKE
221,1,27,WALL
222,1,5,WALL
223,1,14,WALL
224,0,1,SNAKE
225,0,73,WALL
226,0,1,SNAKE
227,0,1,SNAKE
228,0,17,WALL
229,0,1,SNAKE
230,0,1,SNAKE
231,0,1,SNAKE
232,0,10,WALL
233,0,20,WALL
234,0,5,WALL
235,0,1,SNAKE
236,0,1,SNAKE
237,0,1,SNAKE
238,0,8,WALL
239,0,22,WALL
240,0,1,SNAKE
241,0,1,SNAKE
242,0,23,WALL
243,0,1,SNAKE
244,0,18,WALL
245,0,1,SNAKE
246,1,9,WALL
247,0,9,WALL
248,0,8,WALL
249,0,1,SNAKE
250,0,1,SNAKE
251,1,27,WALL
252,0,7,WALL
253,0,1,SNAKE
254,0,24,WALL
255,0,1,SNAKE
256,1,17,WALL
257,0,1,SNAKE
258,0,11,WALL
259,0,1,SNAKE
260,0,6,WALL
261,1,7,SNAKE
262,0,32,WALL
263,0,9,WALL
264,0,10,WALL
265,0,25,WALL
266,0,1,SNAKE
267,0,36,WALL
268,0,22,WALL
269,0,1,SNAKE
270,1,6,WALL
271,0,1,SNAKE
272,0,9,WALL
273,0,7,WALL
274,0,8,WALL
275,0,8,WALL
276,0,5,WALL
277,0,7,WALL
278,0,1,SNAKE
279,0,1,SNAKE
280,0,1,SNAKE
281,0,10,WALL
282,0,12,WALL
283,1,23,WALL
284,0,6,WALL
285,1,8,SNAKE
286,1,12,WALL
287,0,9,WALL
288,0,1,SNAKE
289,0,8,WALL
290,0,12,WALL
291,0,6,WALL
292,0,1,SNAKE
293,0,1,SNAKE
294,0,19,WALL
295,0,9,WALL
296,0,27,WALL
297,0,1,SNAKE
298,0,12,WALL
299,1,3,SNAKE
300,0,15,WALL
301,0,7,WALL
302,0,13,WALL
303,1,22,WALL
304,0,1,SNAKE
305,0,16,WALL
306,0,13,WALL
307,0,1,SNAKE
308,0,12,WALL
309,0,1,SNAKE
310,1,7,WALL
311,2,36,WALL
312,0,6,WALL
313,0,9,WALL
314,0,12,WALL
315,0,6,WALL
316,0,8,WALL
317,0,1,SNAKE
318,0,11,WALL
319,0,7,WALL
320,0,1,SNAKE
321,0,19,WALL
322,0,6,WALL
323,0,5,WALL
324,0,6,WALL
325,0,10,WALL
326,0,26,WALL
327,0,13,WALL
328,0,1,SNAKE
329,0,9,WALL
330,1,9,WALL
331,0,39,WALL
332,0,12,WALL
333,0,15,WALL
334,0,5,WALL
335,0,8,WALL
336,0,1,SNAKE
337,0,1,SNAKE
338,0,19,WALL
339,0,6,WALL
340,0,1,SNAKE
341,0,9,WALL
342,0,1,SNAKE
343,0,1,SNAKE
344,0,1,SNAKE
345,0,20,WALL
346,0,1,SNAKE
347,1,19,SNAKE
348,1,11,SNAKE
349,1,25,SNAKE
350,0,53,WALL
351,0,14,WALL
352,0,1,SNAKE
353,0,1,SNAKE
354,0,1,SNAKE
355,0,1,SNAKE
356,0,1,SNAKE
357,0,1,SNAKE
358,0,4,WALL
359,0,28,WALL
360,0,1,SNAKE
361,0,66,WALL
362,0,14,WALL
363,0,19,WALL
364,0,7,WALL
365,0,13,WALL
366,0,1,SNAKE
367,0,9,WALL
368,0,1,SNAKE
369,0,21,WALL
370,0,21,WALL
371,0,7,WALL
372,0,6,WALL
373,0,20,WALL
374,0,7,WALL
375,1,6,WALL
376,0,1,SNAKE
377,0,11,WALL
378,0,30,WALL
379,0,8,WALL
380,0,1,SNAKE
381,0,1,SNAKE
382,0,7,WALL
383,0,1,SNAKE
384,0,1,SNAKE
385,1,19,WALL
386,0,14,WALL
387,2,15,WALL
388,0,1,SNAKE
389,0,11,WALL
390,0,6,WALL
391,0,9,WALL
392,0,14,WALL
393,0,4,WALL
394,0,1,SNAKE
395,0,1,SNAKE
396,0,1,SNAKE
397,0,9,WALL
398,0,1,SNAKE
399,0,8,WALL
400,0,1,SNAKE
401,0,1,SNAKE
402,0,1,SNAKE
403,0,1,SNAKE
404,0,4,WALL
405,0,13,WALL
406,0,1,SNAKE
407,2,7,SNAKE
408,0,14,WALL
409,0,20,WALL
410,0,12,WALL
411,0,28,WALL
412,0,1,SNAKE
413,1,6,SNAKE
414,0,1,SNAKE
415,0,14,WALL
416,0,20,WALL
417,0,1,SNAKE
418,0,32,WALL
419,0,12,WALL
420,0,8,WALL
421,0,16,WALL
422,0,24,WALL
423,0,8,WALL
424,1,5,WALL
425,1,11,WALL
426,0,1,SNAKE
427,0,11,WALL
428,0,8,WALL
429,0,1,SNAKE
430,0,6,WALL
431,1,8,SNAKE
432,0,6,WALL
433,0,6,WALL
434,0,8,WALL
435,0,15,WALL
436,0,1,SNAKE
437,0,9,WALL
438,0,1,SNAKE
439,0,1,SNAKE
440,0,7,WALL
441,0,34,WALL
442,0,6,WALL
443,0,1,SNAKE
444,0,10,WALL
445,0,18,WALL
446,0,1,SNAKE
447,0,1,SNAKE
448,0,1,SNAKE
449,0,1,SNAKE
450,0,1,SNAKE
451,0,23,WALL
452,0,1,SNAKE
453,0,5,WALL
454,0,15,WALL
455,0,14,WALL
456,0,1,SNAKE
457,0,1,SNAKE
458,0,11,WALL
459,0,7,WALL
460,0,1,SNAKE
461,0,31,WALL
462,0,7,WALL
463,0,1,SNAKE
464,0,13,WALL
465,0,12,WALL
466,0,1,SNAKE
467,0,14,WALL
468,0,1,SNAKE
469,1,24,SNAKE
470,0,24,WALL
471,0,17,WALL
472,0,1,SNAKE
473,2,9,SNAKE
474,0,1,SNAKE
475,0,1,SNAKE
476,0,6,WALL
477,1,8,SNAKE
478,0,12,WALL
479,0,12,WALL
480,0,12,WALL
481,0,6,WALL
482,0,13,WALL
483,0,9,WALL
484,0,1,SNAKE
485,0,38,WALL
486,0,1,SNAKE
487,0,7,WALL
488,1,6,WALL
489,0,13,WALL
490,0,6,WALL
491,0,1,SNAKE
492,1,19,SNAKE
493,0,9,WALL
494,0,1,SNAKE
495,0,1,SNAKE
496,0,18,WALL
497,0,10,WALL
498,0,1,SNAKE
499,0,1,SNAKE
500,0,12,WALL
501,1,10,SNAKE
502,0,1,SNAKE
503,0,16,WALL
504,0,7,WALL
505,0,1,SNAKE
506,0,12,WALL
507,0,22,WALL
508,0,1,SNAKE
509,0,1,SNAKE
510,0,1,SNAKE
511,0,5,WALL
512,0,8,WALL
513,0,20,WALL
514,0,6,WALL
515,0,13,WALL
516,0,1,SNAKE
517,0,1,SNAKE
518,0,5,WALL
519,0,8,WALL
520,1,13,WALL
521,0,1,SNAKE
522,0,11,WALL
523,0,12,WALL
524,0,1,SNAKE
525,0,1,SNAKE
526,0,1,SNAKE
527,0,1,SNAKE
528,0,1,SNAKE
529,0,1,SNAKE
530,0,1,SNAKE
531,0,1,SNAKE
532,0,11,WALL
533,0,11,WALL
534,0,1,SNAKE
535,0,1,SNAKE
536,0,1,SNAKE
537,0,10,WALL
538,0,8,WALL
539,0,9,WALL
540,0,18,WALL
541,1,8,WALL
542,1,9,WALL
543,0,10,WALL
544,0,1,SNAKE
545,0,7,WALL
546,0,1,SNAKE
547,0,1,SNAKE
548,0,1,SNAKE
549,0,7,WALL
550,0,4,WALL
551,0,5,WALL
552,0,1,SNAKE
553,0,5,WALL
554,0,4,WALL
555,0,15,WALL
556,0,8,WALL
557,0,5,WALL
558,0,1,SNAKE
559,0,8,WALL
560,0,7,WALL
561,0,1,SNAKE
562,0,5,WALL
563,0,5,WALL
564,0,1,SNAKE
565,0,15,WALL
566,0,1,SNAKE
567,0,1,SNAKE
568,0,1,SNAKE
569,0,8,WALL
570,0,1,SNAKE
571,0,6,WALL
572,0,1,SNAKE
573,0,22,WALL
574,0,14,WALL
575,0,1,SNAKE
576,0,1,SNAKE
577,0,17,WALL
578,0,6,WALL
579,0,17,WALL
580,0,5,WALL
581,0,1,SNAKE
582,0,1,SNAKE
583,0,8,WALL
584,0,8,WALL
585,0,1,SNAKE
586,0,1,SNAKE
587,0,32,WALL
588,0,7,WALL
589,0,25,WALL
590,0,14,WALL
591,0,1,SNAKE
592,0,11,WALL
593,0,1,SNAKE
594,0,1,SNAKE
595,0,12,WALL
596,0,6,WALL
597,0,33,WALL
598,1,7,WALL
599,0,5,WALL
600,0,1,SNAKE
601,0,1,SNAKE
602,0,9,WALL
603,2,21,SNAKE
604,0,1,SNAKE
605,0,1,SNAKE
606,0,6,WALL
607,0,7,WALL
608,1,9,SNAKE
609,0,6,WALL
610,0,28,WALL
611,1,8,SNAKE
612,1,5,WALL
613,0,37,WALL
614,0,8,WALL
615,0,11,WALL
616,0,8,WALL
617,0,14,WALL
618,0,13,WALL
619,0,14,WALL
620,0,18,WALL
621,0,26,WALL
622,0,7,WALL
623,0,14,WALL
624,0,8,WALL
625,0,7,WALL
626,0,1,SNAKE
627,0,8,WALL
628,0,7,WALL
629,0,1,SNAKE
630,0,9,WALL
631,0,7,WALL
632,0,1,SNAKE
633,0,8,WALL
634,0,16,WALL
635,0,1,SNAKE
636,0,1,SNAKE
637,0,1,SNAKE
638,0,5,WALL
639,0,1,SNAKE
640,2,18,WALL
641,0,1,SNAKE
642,0,6,WALL
643,0,8,WALL
644,0,15,WALL
645,1,4,SNAKE
646,0,7,WALL
647,0,14,WALL
648,0,16,WALL
649,0,5,WALL
650,0,9,WALL
651,0,1,SNAKE
652,0,1,SNAKE
653,0,1,SNAKE
654,0,32,WALL
655,0,9,WALL
656,1,14,SNAKE
657,0,1,SNAKE
658,0,1,SNAKE
659,0,17,WALL
660,0,1,SNAKE
661,0,13,WALL
662,1,5,WALL
663,0,12,WALL
664,1,19,WALL
665,0,1,SNAKE
666,0,7,WALL
667,0,7,WALL
668,0,1,SNAKE
669,0,24,WALL
670,0,1,SNAKE
671,0,9,WALL
672,1,9,WALL
673,0,29,WALL
674,0,7,WALL
675,0,4,WALL
676,0,1,SNAKE
677,1,8,SNAKE
678,0,7,WALL
679,0,6,WALL
680,0,20,WALL
681,0,1,SNAKE
682,1,7,WALL
683,0,22,WALL
684,1,7,WALL
685,0,1,SNAKE
686,0,1,SNAKE
687,0,15,WALL
688,0,14,WALL
689,0,10,WALL
690,1,11,WALL
691,0,5,WALL
692,0,1,SNAKE
693,0,22,WALL
694,0,11,WALL
695,0,6,WALL
696,0,1,SNAKE
697,0,27,WALL
698,0,1,SNAKE
699,0,1,SNAKE
700,0,6,WALL
701,0,12,WALL
702,0,1,SNAKE
703,0,1,SNAKE
704,0,1,SNAKE
705,0,1,SNAKE
706,0,1,SNAKE
707,0,7,WALL
708,0,1,SNAKE
709,0,1,SNAKE
710,0,1,SNAKE
711,1,17,SNAKE
712,0,13,WALL
713,0,21,WALL
714,0,18,WALL
715,0,1,SNAKE
716,0,19,WALL
717,1,18,WALL
718,1,6,SNAKE
719,0,9,WALL
720,0,1,SNAKE
721,0,14,WALL
722,0,7,WALL
723,0,13,WALL
724,0,1,SNAKE
725,0,6,WALL
726,0,1,SNAKE
727,0,31,WALL
728,0,7,WALL
729,0,15,WALL
730,0,7,WALL
731,0,13,WALL
732,0,30,WALL
733,0,7,WALL
734,0,14,WALL
735,1,10,WALL
736,0,12,WALL
737,1,14,WALL
738,0,16,WALL
739,0,1,SNAKE
740,0,1,SNAKE
741,1,5,WALL
742,0,5,WALL
743,0,1,SNAKE
744,0,1,SNAKE
745,0,10,WALL
746,0,14,WALL
747,0,21,WALL
748,0,1,SNAKE
749,0,1,SNAKE
750,0,11,WALL
751,0,10,WALL
752,0,6,WALL
753,1,6,SNAKE
754,0,8,WALL
755,0,1,SNAKE
756,0,1,SNAKE
757,0,13,WALL
758,0,10,WALL
759,0,12,WALL
760,0,4,WALL
761,0,1,SNAKE
762,0,1,SNAKE
763,0,1,SNAKE
764,0,1,SNAKE
765,0,1,SNAKE
766,1,20,WALL
767,0,9,WALL
768,1,10,WALL
769,0,8,WALL
770,0,1,SNAKE
771,0,36,WALL
772,0,1,SNAKE
773,0,16,WALL
774,0,19,WALL
775,0,6,WALL
776,0,1,SNAKE
777,0,1,SNAKE
778,0,5,WALL
779,0,1,SNAKE
780,0,5,WALL
781,0,8,WALL
782,0,6,WALL
783,0,1,SNAKE
784,1,5,SNAKE
785,1,20,SNAKE
786,0,12,WALL
787,0,8,WALL
788,0,1,SNAKE
789,0,1,SNAKE
790,0,1,SNAKE
791,0,1,SNAKE
792,0,11,WALL
793,0,1,SNAKE
794,0,1,SNAKE
795,0,1,SNAKE
796,0,1,SNAKE
797,0,35,WALL
798,0,19,WALL
799,0,1,SNAKE
800,0,1,SNAKE
801,0,1,SNAKE
802,0,13,WALL
803,0,12,WALL
804,0,7,WALL
805,0,8,WALL
806,0,6,WALL
807,0,1,SNAKE
808,0,13,WALL
809,0,4,WALL
810,0,15,WALL
811,0,20,WALL
812,0,1,SNAKE
813,0,17,WALL
814,0,1,SNAKE
815,1,16,SNAKE
816,0,13,WALL
817,0,39,WALL
818,0,29,WALL
819,0,1,SNAKE
820,0,6,WALL
821,0,6,WALL
822,0,8,WALL
823,0,1,SNAKE
824,0,17,WALL
825,0,16,WALL
826,0,24,WALL
827,0,11,WALL
828,0,7,WALL
829,0,6,WALL
830,0,5,WALL
831,0,15,WALL
832,0,6,WALL
833,0,1,SNAKE
834,0,11,WALL
835,0,15,WALL
836,0,1,SNAKE
837,0,14,WALL
838,0,16,WALL
839,0,1,SNAKE
840,0,35,WALL
841,0,38,WALL
842,0,1,SNAKE
843,0,14,WALL
844,1,6,SNAKE
845,0,1,SNAKE
846,0,6,WALL
847,0,7,WALL
848,0,1,SNAKE
849,1,24,SNAKE
850,0,1,SNAKE
851,1,27,WALL
852,0,10,WALL
853,0,15,WALL
854,0,14,WALL
855,0,1,SNAKE
856,0,1,SNAKE
857,0,5,WALL
858,0,10,WALL
859,0,5,WALL
860,0,1,SNAKE
861,0,1,SNAKE
862,0,1,SNAKE
863,0,4,WALL
864,0,11,WALL
865,0,57,WALL
866,1,11,WALL
867,0,17,WALL
868,0,14,WALL
869,0,24,WALL
870,0,12,WALL
871,0,10,WALL
872,0,5,WALL
873,0,9,WALL
874,0,13,WALL
875,1,7,WALL
876,0,1,SNAKE
877,0,1,SNAKE
878,0,15,WALL
879,0,6,WALL
880,0,1,SNAKE
881,0,1,SNAKE
882,0,6,WALL
883,0,7,WALL
884,1,10,WALL
885,1,12,WALL
886,0,17,WALL
887,0,21,WALL
888,0,12,WALL
889,0,1,SNAKE
890,0,5,WALL
891,0,36,WALL
892,0,1,SNAKE
893,0,14,WALL
894,0,1,SNAKE
895,0,1,SNAKE
896,0,24,WALL
897,0,34,WALL
898,0,31,WALL
899,0,41,WALL
900,0,1,SNAKE
901,0,9,WALL
902,0,25,WALL
903,0,9,WALL
904,0,15,WALL
905,0,1,SNAKE
906,1,13,WALL
907,0,22,WALL
908,0,1,SNAKE
909,0,1,SNAKE
910,0,19,WALL
911,0,4,WALL
912,0,1,SNAKE
913,0,13,WALL
914,0,1,SNAKE
915,0,12,WALL
916,0,23,WALL
917,0,26,WALL
918,1,17,SNAKE
919,0,24,WALL
920,0,1,SNAKE
921,0,1,SNAKE
922,0,26,WALL
923,0,1,SNAKE
924,0,6,WALL
925,0,1,SNAKE
926,0,1,SNAKE
927,0,12,WALL
928,0,1,SNAKE
929,0,6,WALL
930,0,6,WALL
931,0,6,WALL
932,1,15,WALL
933,0,6,WALL
934,0,17,WALL
935,0,12,WALL
936,0,14,WALL
937,1,11,SNAKE
938,0,1,SNAKE
939,0,1,SNAKE
940,0,1,SNAKE
941,0,1,SNAKE
942,0,7,WALL
943,0,1,SNAKE
944,0,20,WALL
945,0,5,WALL
946,0,9,WALL
947,0,1,SNAKE
948,0,1,SNAKE
949,0,4,WALL
950,0,1,SNAKE
951,0,1,SNAKE
952,0,1,SNAKE
953,0,20,WALL
954,0,1,SNAKE
955,0,8,WALL
956,0,8,WALL
957,0,1,SNAKE
958,3,14,SNAKE
959,1,7,WALL
960,0,1,SNAKE
961,0,1,SNAKE
962,0,32,WALL
963,1,10,WALL
964,0,9,WALL
965,0,1,SNAKE
966,0,8,WALL
967,0,14,WALL
968,0,1,SNAKE
969,0,18,WALL
970,0,1,SNAKE
971,0,1,SNAKE
972,1,5,WALL
973,0,1,SNAKE
974,0,4,WALL
975,0,13,WALL
976,0,1,SNAKE
977,0,6,WALL
978,0,24,WALL
979,0,1,SNAKE
980,0,1,SNAKE
981,0,1,SNAKE
982,0,5,WALL
983,0,9,WALL
984,1,10,WALL
985,0,1,SNAKE
986,0,28,WALL
987,0,4,WALL
988,0,1,SNAKE
989,0,5,WALL
990,0,1,SNAKE
991,0,4,WALL
992,0,9,WALL
993,0,1,SNAKE
994,1,6,SNAKE
995,0,7,WALL
996,0,8,WALL
997,0,1,SNAKE
998,0,1,SNAKE
999,1,18,WALL
1000,0,11,WALL
1001,0,7,WALL
1002,0,8,WALL
1003,0,1,SNAKE
1004,0,10,WALL
1005,0,4,WALL
1006,0,6,WALL
1007,0,8,WALL
1008,0,11,WALL
1009,0,20,WALL
1010,0,1,SNAKE
1011,0,1,SNAKE
1012,1,8,SNAKE
1013,0,14,WALL
1014,0,1,SNAKE
1015,0,1,SNAKE
1016,0,23,WALL
1017,0,6,WALL
1018,0,1,SNAKE
1019,0,9,WALL
1020,0,9,WALL
1021,0,30,WALL
1022,2,22,SNAKE
1023,0,10,WALL
1024,0,1,SNAKE
1025,0,1,SNAKE
1026,0,9,WALL
1027,0,10,WALL
1028,0,1,SNAKE
1029,0,1,SNAKE
1030,0,15,WALL
1031,0,1,SNAKE
1032,0,22,WALL
1033,1,6,WALL
1034,0,1,SNAKE
1035,0,1,SNAKE
1036,0,1,SNAKE
1037,0,1,SNAKE
1038,0,7,WALL
1039,2,13,WALL
1040,0,12,WALL
1041,0,15,WALL
1042,0,1,SNAKE
1043,0,19,WALL
1044,0,4,WALL
1045,0,14,WALL
1046,0,1,SNAKE
1047,0,1,SNAKE
1048,0,1,SNAKE
1049,0,1,SNAKE
1050,0,12,WALL
1051,0,8,WALL
1052,0,16,WALL
1053,0,1,SNAKE
1054,0,1,SNAKE
1055,0,7,WALL
1056,1,7,WALL
1057,0,10,WALL
1058,0,13,WALL
1059,0,1,SNAKE
1060,0,1,SNAKE
1061,1,27,WALL
1062,0,1,SNAKE
1063,1,11,WALL
1064,2,5,WALL
1065,0,7,WALL
1066,0,1,SNAKE
1067,1,20,SNAKE
1068,0,1,SNAKE
1069,0,1,SNAKE
1070,0,11,WALL
1071,1,7,WALL
1072,0,7,WALL
1073,0,17,WALL
1074,1,16,SNAKE
1075,0,7,WALL
1076,1,20,SNAKE
1077,0,1,SNAKE
1078,0,8,WALL
1079,0,11,WALL
1080,0,9,WALL
1081,0,15,WALL
1082,0,1,SNAKE
1083,0,1,SNAKE
1084,1,10,WALL
1085,0,11,WALL
1086,0,1,SNAKE
1087,0,7,WALL
1088,0,5,WALL
1089,0,1,SNAKE
1090,0,22,WALL
1091,0,11,WALL
1092,0,5,WALL
1093,0,1,SNAKE
1094,0,8,WALL
1095,0,8,WALL
1096,0,7,WALL
1097,0,1,SNAKE
1098,0,11,WALL
1099,0,5,WALL
1100,1,28,WALL
1101,0,11,WALL
1102,0,1,SNAKE
1103,0,21,WALL
1104,0,28,WALL
1105,0,15,WALL
1106,0,11,WALL
1107,0,7,WALL
1108,0,9,WALL
1109,1,3,SNAKE
1110,0,34,WALL
1111,0,1,SNAKE
1112,1,7,SNAKE
1113,0,1,SNAKE
1114,0,15,WALL
1115,0,7,WALL
1116,1,23,SNAKE
1117,0,7,WALL
1118,0,6,WALL
1119,0,27,WALL
1120,1,6,WALL
1121,0,8,WALL
1122,0,1,SNAKE
1123,1,14,WALL
1124,0,1,SNAKE
1125,0,1,SNAKE
1126,0,1,SNAKE
1127,0,7,WALL
1128,0,29,WALL
1129,0,1,SNAKE
1130,0,1,SNAKE
1131,0,34,WALL
1132,0,1,SNAKE
1133,0,5,WALL
1134,0,1,SNAKE
1135,1,13,WALL
1136,1,4,SNAKE
1137,0,1,SNAKE
1138,0,25,WALL
1139,1,77,SNAKE
1140,0,1,SNAKE
1141,0,7,WALL
1142,0,1,SNAKE
1143,0,41,WALL
1144,0,1,SNAKE
1145,0,13,WALL
1146,0,7,WALL
1147,0,17,WALL
1148,0,1,SNAKE
1149,0,1,SNAKE
1150,0,1,SNAKE
1151,0,17,WALL
1152,0,9,WALL
1153,0,8,WALL
1154,0,1,SNAKE
1155,0,20,WALL
1156,0,1,SNAKE
1157,0,7,WALL
1158,0,8,WALL
1159,0,19,WALL
1160,0,9,WALL
1161,0,16,WALL
1162,0,1,SNAKE
1163,0,7,WALL
1164,0,1,SNAKE
1165,0,1,SNAKE
1166,0,8,WALL
1167,0,33,WALL
1168,0,8,WALL
1169,1,18,SNAKE
1170,0,15,WALL
1171,0,52,WALL
1172,0,5,WALL
1173,0,16,WALL
1174,0,43,WALL
1175,0,1,SNAKE
1176,0,1,SNAKE
1177,0,24,WALL
1178,0,1,SNAKE
1179,0,10,WALL
1180,0,13,WALL
1181,0,9,WALL
1182,1,40,WALL
1183,0,1,SNAKE
1184,0,7,WALL
1185,0,18,WALL
1186,0,29,WALL
1187,0,1,SNAKE
1188,0,14,WALL
1189,0,7,WALL
1190,0,8,WALL
1191,1,23,WALL
1192,0,20,WALL
1193,0,5,WALL
1194,0,1,SNAKE
1195,0,1,SNAKE
1196,0,1,SNAKE
1197,0,1,SNAKE
1198,0,1,SNAKE
1199,0,1,SNAKE
1200,0,29,WALL
1201,0,1,SNAKE
1202,0,10,WALL
1203,0,7,WALL
1204,0,8,WALL
1205,0,44,WALL
1206,0,7,WALL
1207,0,6,WALL
1208,0,11,WALL
1209,0,1,SNAKE
1210,0,16,WALL
1211,0,23,WALL
1212,0,1,SNAKE
1213,0,20,WALL
1214,0,6,WALL
1215,0,6,WALL
1216,1,7,WALL
1217,0,1,SNAKE
1218,0,16,WALL
1219,0,14,WALL
1220,0,1,SNAKE
1221,0,17,WALL
1222,0,1,SNAKE
1223,0,9,WALL
1224,0,1,SNAKE
1225,1,12,WALL
1226,0,1,SNAKE
1227,0,8,WALL
1228,0,17,WALL
1229,0,40,WALL
1230,0,6,WALL
1231,0,1,SNAKE
1232,1,8,WALL
1233,0,13,WALL
1234,0,14,WALL
1235,0,15,WALL
1236,0,1,SNAKE
1237,0,7,WALL
1238,0,1,SNAKE
1239,0,21,WALL
1240,0,1,SNAKE
1241,0,6,WALL
1242,0,30,WALL
1243,0,6,WALL
1244,0,9,WALL
1245,1,6,WALL
1246,0,1,SNAKE
1247,0,5,WALL
1248,0,1,SNAKE
1249,0,1,SNAKE
1250,0,11,WALL
1251,0,1,SNAKE
1252,0,1,SNAKE
1253,0,1,SNAKE
1254,0,10,WALL
1255,0,9,WALL
1256,0,15,WALL
1257,0,9,WALL
1258,0,1,SNAKE
1259,0,1,SNAKE
1260,0,1,SNAKE
1261,0,1,SNAKE
1262,1,5,WALL
1263,0,13,WALL
1264,0,14,WALL
1265,0,6,WALL
1266,0,1,SNAKE
1267,0,1,SNAKE
1268,0,1,SNAKE
1269,0,1,SNAKE
