Episode,Score,Total Steps,Death
1272,0,28,WALL
1273,1,13,WALL
1274,0,9,WALL
1275,0,15,WALL
1276,0,1,SNAKE
1277,0,13,WALL
1278,0,12,WALL
1279,1,8,WALL
1280,0,1,SNAKE
1281,0,21,WALL
1282,1,38,WALL
1283,0,1,SNAKE
1284,0,1,SNAKE
1285,0,8,WALL
1286,0,12,WALL
1287,0,1,SNAKE
1288,0,13,WALL
1289,1,13,WALL
1290,0,14,WALL
1291,0,8,WALL
1292,1,5,SNAKE
1293,2,12,WALL
1294,0,23,WALL
1295,0,10,WALL
1296,0,11,WALL
1297,0,7,WALL
1298,1,4,SNAKE
1299,0,20,WALL
1300,0,18,WALL
1301,0,5,WALL
1302,1,3,SNAKE
1303,0,11,WALL
1304,0,1,SNAKE
1305,0,13,WALL
1306,0,4,WALL
1307,0,1,SNAKE
1308,0,7,WALL
1309,0,11,WALL
1310,0,9,WALL
1311,0,1,SNAKE
1312,2,25,WALL
1313,1,34,SNAKE
1314,0,1,SNAKE
1315,0,13,WALL
1316,1,9,WALL
1317,0,35,WALL
1318,0,7,WALL
1319,0,1,SNAKE
1320,0,1,SNAKE
1321,0,31,WALL
1322,0,15,WALL
1323,0,18,WALL
1324,0,8,WALL
1325,0,20,WALL
1326,0,1,SNAKE
1327,0,8,WALL
1328,0,14,WALL
1329,1,9,WALL
1330,0,27,WALL
1331,0,33,WALL
1332,0,21,WALL
1333,0,6,WALL
1334,0,1,SNAKE
1335,0,6,WALL
1336,0,22,WALL
1337,0,10,WALL
1338,0,19,WALL
1339,0,7,WALL
1340,0,1,SNAKE
1341,1,4,WALL
1342,0,11,WALL
1343,0,11,WALL
1344,0,12,WALL
1345,0,6,WALL
1346,0,1,SNAKE
1347,0,12,WALL
1348,0,6,WALL
1349,0,11,WALL
1350,0,5,WALL
1351,0,1,SNAKE
1352,0,17,WALL
1353,0,7,WALL
1354,0,1,SNAKE
1355,1,5,SNAKE
1356,0,13,WALL
1357,0,1,SNAKE
1358,0,1,SNAKE
1359,0,14,WALL
1360,0,1,SNAKE
1361,0,29,WALL
1362,1,17,WALL
1363,0,10,WALL
1364,2,25,WALL
1365,0,1,SNAKE
1366,1,9,WALL
1367,0,36,WALL
1368,0,1,SNAKE
1369,0,1,SNAKE
1370,1,8,WALL
1371,0,9,WALL
1372,0,12,WALL
1373,0,1,SNAKE
1374,0,21,WALL
1375,0,10,WALL
1376,0,1,SNAKE
1377,0,6,WALL
1378,0,18,WALL
1379,0,1,SNAKE
1380,0,9,WALL
1381,0,14,WALL
1382,0,17,WALL
1383,0,22,WALL
1384,0,1,SNAKE
1385,0,1,SNAKE
1386,0,1,SNAKE
1387,0,1,SNAKE
1388,0,20,WALL
1389,1,19,WALL
1390,0,1,SNAKE
1391,0,1,SNAKE
1392,0,14,WALL
1393,0,1,SNAKE
1394,0,9,WALL
1395,0,20,WALL
1396,0,1,SNAKE
1397,0,14,WALL
1398,0,1,SNAKE
1399,0,1,SNAKE
1400,0,1,SNAKE
1401,2,12,WALL
1402,0,9,WALL
1403,0,18,WALL
1404,1,7,SNAKE
1405,0,4,WALL
1406,0,1,SNAKE
1407,0,18,WALL
1408,0,10,WALL
1409,0,1,SNAKE
1410,0,13,WALL
1411,0,24,WALL
1412,0,1,SNAKE
1413,1,15,WALL
1414,0,1,SNAKE
1415,0,10,WALL
1416,0,1,SNAKE
1417,0,17,WALL
1418,1,6,WALL
1419,0,6,WALL
1420,0,7,WALL
1421,0,12,WALL
1422,0,25,WALL
1423,0,10,WALL
1424,0,8,WALL
1425,0,5,WALL
1426,0,20,WALL
1427,0,7,WALL
1428,0,12,WALL
1429,0,1,SNAKE
1430,0,1,SNAKE
1431,0,1,SNAKE
1432,0,1,SNAKE
1433,0,1,SNAKE
1434,0,11,WALL
1435,0,1,SNAKE
1436,0,6,WALL
1437,1,6,WALL
1438,0,1,SNAKE
1439,0,1,SNAKE
1440,0,1,SNAKE
1441,0,6,WALL
1442,0,33,WALL
1443,0,8,WALL
1444,0,1,SNAKE
1445,0,33,WALL
1446,0,11,WALL
1447,0,1,SNAKE
1448,0,1,SNAKE
1449,0,16,WALL
1450,0,1,SNAKE
1451,1,11,WALL
1452,0,10,WALL
1453,0,21,WALL
1454,0,22,WALL
1455,0,21,WALL
1456,1,25,WALL
1457,0,7,WALL
1458,0,26,WALL
1459,0,9,WALL
1460,0,5,WALL
1461,0,7,WALL
1462,1,13,WALL
1463,0,8,WALL
1464,0,7,WALL
1465,0,20,WALL
1466,0,1,SNAKE
1467,0,1,SNAKE
1468,1,9,SNAKE
1469,0,30,WALL
1470,0,4,WALL
1471,0,15,WALL
1472,0,7,WALL
1473,0,1,SNAKE
1474,1,8,WALL
1475,0,1,SNAKE
1476,0,1,SNAKE
1477,0,1,SNAKE
1478,0,9,WALL
1479,0,10,WALL
1480,0,7,WALL
1481,0,1,SNAKE
1482,0,1,SNAKE
1483,0,15,WALL
1484,0,1,SNAKE
1485,0,1,SNAKE
1486,1,15,WALL
1487,0,15,WALL
1488,1,5,WALL
1489,0,5,WALL
1490,0,22,WALL
1491,0,1,SNAKE
1492,0,19,WALL
1493,0,9,WALL
1494,0,12,WALL
1495,0,1,SNAKE
1496,0,1,SNAKE
1497,0,45,WALL
1498,0,12,WALL
1499,0,7,WALL
1500,0,7,WALL
1501,0,1,SNAKE
1502,0,11,WALL
1503,0,8,WALL
1504,0,11,WALL
1505,1,6,WALL
1506,0,8,WALL
1507,0,16,WALL
1508,0,14,WALL
1509,0,1,SNAKE
1510,0,1,SNAKE
1511,0,7,WALL
1512,1,23,SNAKE
1513,0,18,WALL
1514,0,22,WALL
1515,0,1,SNAKE
1516,0,14,WALL
1517,0,13,WALL
1518,1,11,WALL
1519,0,8,WALL
1520,0,1,SNAKE
1521,0,1,SNAKE
1522,0,8,WALL
1523,0,1,SNAKE
1524,0,1,SNAKE
1525,0,15,WALL
1526,0,4,WALL
1527,0,1,SNAKE
1528,0,1,SNAKE
1529,0,7,WALL
1530,0,10,WALL
1531,0,18,WALL
1532,0,16,WALL
1533,0,14,WALL
1534,0,1,SNAKE
1535,0,1,SNAKE
1536,1,8,WALL
1537,0,1,SNAKE
1538,0,20,WALL
1539,0,5,WALL
1540,1,9,WALL
1541,0,1,SNAKE
1542,2,21,SNAKE
1543,1,10,WALL
1544,0,1,SNAKE
1545,0,7,WALL
1546,0,1,SNAKE
1547,0,10,WALL
1548,0,1,SNAKE
1549,1,31,SNAKE
1550,0,1,SNAKE
1551,1,20,WALL
1552,0,21,WALL
1553,0,1,SNAKE
1554,0,1,SNAKE
1555,0,5,WALL
1556,0,1,SNAKE
1557,0,6,WALL
1558,0,15,WALL
1559,0,1,SNAKE
1560,0,16,WALL
1561,0,1,SNAKE
1562,0,1,SNAKE
1563,0,1,SNAKE
1564,0,1,SNAKE
1565,0,16,WALL
1566,1,28,WALL
1567,0,28,WALL
1568,0,1,SNAKE
1569,0,26,WALL
1570,0,26,WALL
1571,0,8,WALL
1572,0,1,SNAKE
1573,0,1,SNAKE
1574,0,1,SNAKE
1575,0,13,WALL
1576,0,1,SNAKE
1577,1,8,SNAKE
1578,0,7,WALL
1579,0,7,WALL
1580,0,1,SNAKE
1581,0,1,SNAKE
1582,0,20,WALL
1583,0,1,SNAKE
1584,0,5,WALL
1585,0,6,WALL
1586,0,1,SNAKE
1587,0,9,WALL
1588,0,9,WALL
1589,0,11,WALL
1590,0,18,WALL
1591,0,1,SNAKE
1592,0,1,SNAKE
1593,0,1,SNAKE
1594,0,7,WALL
1595,0,1,SNAKE
1596,0,23,WALL
1597,0,21,WALL
1598,1,19,SNAKE
1599,0,11,WALL
1600,0,15,WALL
1601,0,1,SNAKE
1602,0,7,WALL
1603,0,1,SNAKE
1604,0,12,WALL
1605,0,25,WALL
1606,0,1,SNAKE
1607,0,1,SNAKE
1608,0,17,WALL
1609,0,9,WALL
1610,0,1,SNAKE
1611,0,18,WALL
1612,0,1,SNAKE
1613,0,7,WALL
1614,0,1,SNAKE
1615,0,25,WALL
1616,0,1,SNAKE
1617,0,1,SNAKE
1618,0,12,WALL
1619,0,1,SNAKE
1620,0,1,SNAKE
1621,1,31,SNAKE
1622,0,1,SNAKE
1623,0,14,WALL
1624,0,7,WALL
1625,0,5,WALL
1626,0,24,WALL
1627,0,11,WALL
1628,0,14,WALL
1629,0,9,WALL
1630,0,8,WALL
1631,0,48,WALL
1632,0,5,WALL
1633,0,11,WALL
1634,0,5,WALL
1635,0,5,WALL
1636,0,10,WALL
1637,0,17,WALL
1638,0,8,WALL
1639,1,11,WALL
1640,0,7,WALL
1641,0,1,SNAKE
1642,0,15,WALL
1643,1,11,WALL
1644,0,27,WALL
1645,0,1,SNAKE
1646,0,26,WALL
1647,0,1,SNAKE
1648,0,26,WALL
1649,0,1,SNAKE
1650,0,4,WALL
1651,0,1,SNAKE
1652,0,11,WALL
1653,0,1,SNAKE
1654,0,12,WALL
1655,0,6,WALL
1656,0,8,WALL
1657,0,1,SNAKE
1658,0,8,WALL
1659,0,21,WALL
1660,0,1,SNAKE
1661,0,1,SNAKE
1662,1,15,WALL
1663,0,31,WALL
1664,0,1,SNAKE
1665,0,16,WALL
1666,0,1,SNAKE
1667,0,19,WALL
1668,0,5,WALL
1669,0,6,WALL
1670,0,4,WALL
1671,0,1,SNAKE
1672,1,17,WALL
1673,0,1,SNAKE
1674,0,8,WALL
1675,0,14,WALL
1676,0,7,WALL
1677,0,7,WALL
1678,0,7,WALL
1679,0,22,WALL
1680,0,26,WALL
1681,0,1,SNAKE
1682,0,12,WALL
1683,0,6,WALL
1684,0,7,WALL
1685,0,1,SNAKE
1686,0,1,SNAKE
1687,0,20,WALL
1688,0,16,WALL
1689,0,19,WALL
1690,0,1,SNAKE
1691,0,1,SNAKE
1692,0,27,WALL
1693,0,24,WALL
1694,0,10,WALL
1695,0,1,SNAKE
1696,0,1,SNAKE
1697,1,31,WALL
1698,0,1,SNAKE
1699,0,8,WALL
1700,0,1,SNAKE
1701,0,1,SNAKE
1702,0,8,WALL
1703,0,1,SNAKE
1704,0,1,SNAKE
1705,0,6,WALL
1706,0,1,SNAKE
1707,0,9,WALL
1708,0,23,WALL
1709,0,1,SNAKE
1710,0,5,WALL
1711,0,1,SNAKE
1712,0,7,WALL
1713,0,16,WALL
1714,0,17,WALL
1715,0,22,WALL
1716,0,1,SNAKE
1717,0,7,WALL
1718,0,5,WALL
1719,0,1,SNAKE
1720,0,11,WALL
1721,0,1,SNAKE
1722,0,10,WALL
1723,0,1,SNAKE
1724,1,23,WALL
1725,1,22,WALL
1726,0,8,WALL
1727,0,6,WALL
1728,0,20,WALL
1729,0,5,WALL
1730,0,7,WALL
1731,0,7,WALL
1732,0,1,SNAKE
1733,0,1,SNAKE
1734,0,11,WALL
1735,0,11,WALL
1736,0,1,SNAKE
1737,0,13,WALL
1738,0,7,WALL
1739,0,7,WALL
1740,0,1,SNAKE
1741,0,12,WALL
1742,0,36,WALL
1743,0,5,WALL
1744,0,4,WALL
1745,0,1,SNAKE
1746,0,11,WALL
1747,0,14,WALL
1748,0,9,WALL
1749,0,20,WALL
1750,0,6,WALL
1751,0,38,WALL
1752,0,8,WALL
1753,0,1,SNAKE
1754,0,14,WALL
1755,0,16,WALL
1756,0,10,WALL
1757,0,1,SNAKE
1758,0,1,SNAKE
1759,0,6,WALL
1760,0,6,WALL
1761,0,6,WALL
1762,0,1,SNAKE
1763,0,1,SNAKE
1764,0,12,WALL
1765,1,26,WALL
1766,0,1,SNAKE
1767,0,1,SNAKE
1768,0,15,WALL
1769,0,9,WALL
1770,1,14,WALL
1771,0,6,WALL
1772,1,25,WALL
1773,1,7,WALL
1774,0,11,WALL
1775,0,1,SNAKE
1776,0,5,WALL
1777,0,8,WALL
1778,0,8,WALL
1779,0,1,SNAKE
1780,0,10,WALL
1781,0,1,SNAKE
1782,0,25,WALL
1783,0,25,WALL
1784,0,1,SNAKE
1785,0,6,WALL
1786,0,28,WALL
1787,0,6,WALL
1788,0,9,WALL
1789,0,10,WALL
1790,0,15,WALL
1791,0,8,WALL
1792,2,14,SNAKE
1793,0,1,SNAKE
1794,0,35,WALL
1795,0,7,WALL
1796,0,6,WALL
1797,0,1,SNAKE
1798,0,12,WALL
1799,0,18,WALL
1800,0,1,SNAKE
1801,0,9,WALL
1802,0,20,WALL
1803,0,20,WALL
1804,0,9,WALL
1805,0,6,WALL
1806,1,16,WALL
1807,0,20,WALL
1808,1,19,SNAKE
1809,0,8,WALL
1810,0,1,SNAKE
1811,0,9,WALL
1812,0,5,WALL
1813,0,7,WALL
1814,0,17,WALL
1815,0,9,WALL
1816,0,5,WALL
1817,0,17,WALL
1818,0,16,WALL
1819,0,1,SNAKE
1820,0,1,SNAKE
1821,0,10,WALL
1822,0,24,WALL
1823,0,1,SNAKE
1824,0,9,WALL
1825,0,25,WALL
1826,0,7,WALL
1827,0,6,WALL
1828,0,35,WALL
1829,1,8,SNAKE
1830,0,1,SNAKE
1831,0,1,SNAKE
1832,0,1,SNAKE
1833,0,12,WALL
1834,0,1,SNAKE
1835,0,6,WALL
1836,1,16,SNAKE
1837,0,19,WALL
1838,0,1,SNAKE
1839,0,22,WALL
1840,0,40,WALL
1841,0,11,WALL
1842,0,5,WALL
1843,0,7,WALL
1844,0,45,WALL
1845,0,7,WALL
1846,1,56,WALL
1847,0,1,SNAKE
1848,0,1,SNAKE
1849,0,1,SNAKE
1850,0,1,SNAKE
1851,0,25,WALL
1852,0,17,WALL
1853,0,17,WALL
1854,0,8,WALL
1855,0,1,SNAKE
1856,0,24,WALL
1857,0,1,SNAKE
1858,0,10,WALL
1859,0,1,SNAKE
1860,1,5,WALL
1861,0,4,WALL
1862,0,1,SNAKE
1863,0,6,WALL
1864,0,44,WALL
1865,0,9,WALL
1866,0,7,WALL
1867,0,12,WALL
1868,0,14,WALL
1869,0,7,WALL
1870,1,17,SNAKE
1871,0,31,WALL
1872,0,13,WALL
1873,0,6,WALL
1874,0,6,WALL
1875,0,1,SNAKE
1876,0,11,WALL
1877,0,11,WALL
1878,0,8,WALL
1879,0,1,SNAKE
1880,1,10,WALL
1881,0,1,SNAKE
1882,0,25,WALL
1883,0,5,WALL
1884,0,7,WALL
1885,0,27,WALL
1886,0,13,WALL
1887,1,8,SNAKE
1888,0,11,WALL
1889,0,5,WALL
1890,0,8,WALL
1891,0,10,WALL
1892,0,1,SNAKE
1893,0,26,WALL
1894,0,9,WALL
1895,0,9,WALL
1896,0,16,WALL
1897,0,1,SNAKE
1898,1,9,WALL
1899,0,8,WALL
1900,0,22,WALL
1901,0,7,WALL
1902,0,9,WALL
1903,1,9,WALL
1904,0,24,WALL
1905,0,1,SNAKE
1906,0,1,SNAKE
1907,0,14,WALL
1908,0,1,SNAKE
1909,0,25,WALL
1910,0,13,WALL
1911,0,1,SNAKE
1912,0,1,SNAKE
1913,0,6,WALL
1914,0,6,WALL
1915,0,1,SNAKE
1916,0,6,WALL
1917,0,13,WALL
1918,0,16,WALL
1919,0,1,SNAKE
1920,0,6,WALL
1921,0,7,WALL
1922,0,8,WALL
1923,0,6,WALL
1924,0,1,SNAKE
1925,1,5,SNAKE
1926,0,1,SNAKE
1927,0,10,WALL
1928,0,27,WALL
1929,0,16,WALL
1930,0,27,WALL
1931,0,10,WALL
1932,0,1,SNAKE
1933,0,6,WALL
1934,0,1,SNAKE
1935,0,4,WALL
1936,0,9,WALL
1937,0,1,SNAKE
1938,0,6,WALL
1939,0,23,WALL
1940,0,9,WALL
1941,0,8,WALL
1942,2,18,WALL
1943,0,6,WALL
1944,0,8,WALL
1945,0,1,SNAKE
1946,0,1,SNAKE
1947,0,21,WALL
1948,0,1,SNAKE
1949,0,16,WALL
1950,0,1,SNAKE
1951,0,7,WALL
1952,1,15,WALL
1953,0,8,WALL
1954,0,1,SNAKE
1955,0,7,WALL
1956,0,10,WALL
1957,0,35,WALL
1958,0,11,WALL
1959,1,15,WALL
1960,1,8,WALL
1961,1,8,WALL
1962,0,34,WALL
1963,0,1,SNAKE
1964,0,12,WALL
1965,0,9,WALL
1966,0,6,WALL
1967,0,14,WALL
1968,0,5,WALL
1969,0,7,WALL
1970,0,1,SNAKE
1971,0,1,SNAKE
1972,0,1,SNAKE
1973,0,1,SNAKE
1974,0,25,WALL
1975,0,22,WALL
1976,0,20,WALL
1977,0,1,SNAKE
1978,0,17,WALL
1979,0,1,SNAKE
1980,0,10,WALL
1981,0,10,WALL
1982,0,1,SNAKE
1983,2,16,SNAKE
1984,0,1,SNAKE
1985,0,4,WALL
1986,0,1,SNAKE
1987,0,13,WALL
1988,0,9,WALL
1989,0,12,WALL
1990,1,9,WALL
1991,0,1,SNAKE
1992,0,7,WALL
1993,0,6,WALL
1994,0,1,SNAKE
1995,0,9,WALL
1996,0,8,WALL
1997,0,12,WALL
1998,0,1,SNAKE
1999,0,1,SNAKE
2000,0,7,WALL
2001,0,15,WALL
2002,0,18,WALL
2003,0,20,WALL
2004,0,5,WALL
2005,0,7,WALL
2006,0,1,SNAKE
2007,0,22,WALL
2008,0,1,SNAKE
2009,0,1,SNAKE
2010,0,1,SNAKE
2011,0,1,SNAKE
2012,0,13,WALL
2013,0,41,WALL
2014,0,8,WALL
2015,0,8,WALL
2016,1,7,SNAKE
2017,0,16,WALL
2018,0,12,WALL
2019,1,6,WALL
2020,0,15,WALL
2021,0,18,WALL
2022,0,1,SNAKE
2023,0,1,SNAKE
2024,0,13,WALL
2025,0,20,WALL
2026,0,1,SNAKE
2027,0,37,WALL
2028,0,10,WALL
2029,0,12,WALL
2030,0,6,WALL
2031,0,1,SNAKE
2032,0,1,SNAKE
2033,0,1,SNAKE
2034,0,1,SNAKE
2035,0,14,WALL
2036,0,21,WALL
2037,1,26,SNAKE
2038,0,13,WALL
2039,0,19,WALL
2040,0,1,SNAKE
2041,0,15,WALL
2042,0,17,WALL
2043,0,21,WALL
2044,0,1,SNAKE
2045,0,1,SNAKE
2046,0,12,WALL
2047,0,1,SNAKE
2048,0,1,SNAKE
2049,0,14,WALL
2050,0,7,WALL
2051,0,1,SNAKE
2052,0,12,WALL
2053,0,1,SNAKE
2054,0,6,WALL
2055,0,10,WALL
2056,0,5,WALL
2057,0,8,WALL
2058,1,32,WALL
2059,0,1,SNAKE
2060,0,6,WALL
2061,0,8,WALL
2062,0,1,SNAKE
2063,0,8,WALL
2064,0,6,WALL
2065,1,19,WALL
2066,0,1,SNAKE
2067,0,1,SNAKE
2068,0,8,WALL
2069,0,11,WALL
2070,0,1,SNAKE
2071,0,7,WALL
2072,0,7,WALL
2073,0,39,WALL
2074,0,10,WALL
2075,0,9,WALL
2076,0,1,SNAKE
2077,0,1,SNAKE
2078,1,6,WALL
2079,0,1,SNAKE
2080,0,1,SNAKE
2081,0,1,SNAKE
2082,0,1,SNAKE
2083,0,6,WALL
2084,0,31,WALL
2085,0,1,SNAKE
2086,0,4,WALL
2087,0,1,SNAKE
2088,0,13,WALL
2089,0,7,WALL
2090,0,1,SNAKE
2091,1,10,SNAKE
2092,1,21,SNAKE
2093,0,13,WALL
2094,0,16,WALL
2095,0,1,SNAKE
2096,0,5,WALL
2097,0,1,SNAKE
2098,0,1,SNAKE
2099,0,1,SNAKE
2100,0,1,SNAKE
2101,0,5,WALL
2102,0,1,SNAKE
2103,1,12,SNAKE
2104,0,1,SNAKE
2105,0,15,WALL
2106,0,13,WALL
2107,0,1,SNAKE
2108,1,15,WALL
2109,0,16,WALL
2110,0,1,SNAKE
2111,0,9,WALL
2112,0,1,SNAKE
2113,0,26,WALL
2114,0,1,SNAKE
2115,0,9,WALL
2116,0,1,SNAKE
2117,0,6,WALL
2118,0,5,WALL
2119,0,1,SNAKE
2120,0,1,SNAKE
2121,1,10,WALL
2122,0,14,WALL
2123,0,8,WALL
2124,1,12,SNAKE
2125,0,7,WALL
2126,1,6,WALL
2127,0,1,SNAKE
2128,1,21,WALL
2129,0,31,WALL
2130,0,17,WALL
2131,0,6,WALL
2132,0,10,WALL
2133,0,6,WALL
2134,0,1,SNAKE
2135,0,6,WALL
2136,0,1,SNAKE
2137,0,1,SNAKE
2138,1,12,WALL
2139,0,18,WALL
2140,0,5,WALL
2141,0,20,WALL
2142,0,1,SNAKE
2143,0,15,WALL
2144,1,18,WALL
2145,0,6,WALL
2146,0,7,WALL
2147,1,24,WALL
2148,0,7,WALL
2149,0,1,SNAKE
2150,0,14,WALL
2151,0,9,WALL
2152,0,10,WALL
2153,0,10,WALL
2154,0,1,SNAKE
2155,0,5,WALL
2156,0,5,WALL
2157,0,1,SNAKE
2158,0,1,SNAKE
2159,0,1,SNAKE
2160,1,27,WALL
2161,0,1,SNAKE
2162,0,6,WALL
2163,0,6,WALL
2164,1,27,SNAKE
2165,0,13,WALL
2166,0,55,WALL
2167,0,4,WALL
2168,1,5,SNAKE
2169,0,1,SNAKE
2170,0,15,WALL
2171,0,1,SNAKE
2172,0,1,SNAKE
2173,0,5,WALL
2174,0,1,SNAKE
2175,0,1,SNAKE
2176,0,9,WALL
2177,0,1,SNAKE
2178,0,1,SNAKE
2179,0,11,WALL
2180,0,10,WALL
2181,0,1,SNAKE
2182,0,18,WALL
2183,0,6,WALL
2184,0,7,WALL
2185,0,1,SNAKE
2186,0,6,WALL
2187,0,6,WALL
2188,0,1,SNAKE
2189,0,14,WALL
2190,0,4,WALL
2191,0,1,SNAKE
2192,1,12,WALL
2193,0,12,WALL
2194,0,11,WALL
2195,0,8,WALL
2196,1,25,SNAKE
2197,0,1,SNAKE
2198,0,8,WALL
2199,0,8,WALL
2200,0,37,WALL
2201,0,52,WALL
2202,0,21,WALL
2203,0,1,SNAKE
2204,0,8,WALL
2205,0,1,SNAKE
2206,0,6,WALL
2207,0,13,WALL
2208,0,1,SNAKE
2209,0,1,SNAKE
2210,0,10,WALL
2211,1,9,WALL
2212,0,1,SNAKE
2213,0,1,SNAKE
2214,0,33,WALL
2215,0,6,WALL
2216,1,11,WALL
2217,0,1,SNAKE
2218,1,18,WALL
2219,0,10,WALL
2220,0,11,WALL
2221,0,8,WALL
2222,0,1,SNAKE
2223,0,1,SNAKE
2224,0,9,WALL
2225,0,7,WALL
2226,0,1,SNAKE
2227,0,1,SNAKE
2228,0,1,SNAKE
2229,0,11,WALL
2230,0,1,SNAKE
2231,0,1,SNAKE
2232,0,1,SNAKE
2233,0,7,WALL
2234,0,1,SNAKE
2235,1,11,WALL
2236,0,8,WALL
2237,0,1,SNAKE
2238,0,16,WALL
2239,0,1,SNAKE
2240,1,26,SNAKE
2241,0,7,WALL
2242,0,10,WALL
2243,0,1,SNAKE
2244,0,19,WALL
2245,0,10,WALL
2246,1,7,SNAKE
2247,0,6,WALL
2248,0,7,WALL
2249,0,10,WALL
2250,1,21,WALL
2251,0,10,WALL
2252,0,6,WALL
2253,0,1,SNAKE
2254,0,1,SNAKE
2255,0,16,WALL
2256,0,9,WALL
2257,0,1,SNAKE
2258,0,17,WALL
2259,0,21,WALL
2260,0,1,SNAKE
2261,0,14,WALL
2262,0,1,SNAKE
2263,2,9,SNAKE
2264,0,1,SNAKE
2265,0,13,WALL
2266,0,7,WALL
2267,0,1,SNAKE
2268,1,21,WALL
2269,0,16,WALL
2270,0,5,WALL
2271,0,7,WALL
2272,0,1,SNAKE
2273,0,6,WALL
2274,1,24,WALL
2275,0,12,WALL
2276,1,5,WALL
2277,0,32,WALL
2278,0,1,SNAKE
2279,0,1,SNAKE
2280,0,26,WALL
2281,0,1,SNAKE
2282,0,1,SNAKE
2283,0,1,SNAKE
2284,0,6,WALL
2285,0,10,WALL
2286,0,1,SNAKE
2287,1,23,WALL
2288,0,1,SNAKE
2289,0,1,SNAKE
2290,0,22,WALL
2291,0,10,WALL
2292,0,19,WALL
2293,0,7,WALL
2294,1,11,WALL
2295,0,1,SNAKE
2296,0,1,SNAKE
2297,0,1,SNAKE
2298,0,1,SNAKE
2299,0,1,SNAKE
2300,0,8,WALL
2301,0,9,WALL
2302,0,1,SNAKE
2303,0,16,WALL
2304,0,1,SNAKE
2305,0,14,WALL
2306,0,1,SNAKE
2307,0,4,WALL
2308,0,9,WALL
2309,0,1,SNAKE
2310,0,8,WALL
2311,0,5,WALL
2312,0,1,SNAKE
2313,0,21,WALL
2314,0,5,WALL
2315,2,12,SNAKE
2316,0,1,SNAKE
2317,1,18,SNAKE
2318,0,15,WALL
2319,0,1,SNAKE
2320,0,6,WALL
2321,0,15,WALL
2322,0,1,SNAKE
2323,0,7,WALL
2324,0,1,SNAKE
2325,0,1,SNAKE
2326,0,1,SNAKE
2327,0,11,WALL
2328,0,7,WALL
2329,0,1,SNAKE
2330,0,14,WALL
2331,0,25,WALL
2332,0,1,SNAKE
2333,0,6,WALL
2334,0,13,WALL
2335,0,1,SNAKE
2336,1,32,WALL
2337,0,1,SNAKE
2338,0,1,SNAKE
2339,0,7,WALL
2340,0,5,WALL
2341,0,6,WALL
2342,0,11,WALL
2343,0,10,WALL
2344,0,1,SNAKE
2345,0,7,WALL
2346,0,16,WALL
2347,0,1,SNAKE
2348,0,7,WALL
2349,0,1,SNAKE
2350,0,1,SNAKE
2351,0,36,WALL
2352,0,1,SNAKE
2353,1,11,WALL
2354,0,1,SNAKE
2355,0,5,WALL
2356,0,1,SNAKE
2357,1,3,SNAKE
2358,0,5,WALL
2359,0,9,WALL
2360,0,21,WALL
2361,1,10,WALL
2362,1,10,WALL
2363,0,1,SNAKE
2364,0,28,WALL
2365,1,8,WALL
2366,0,10,WALL
2367,0,20,WALL
2368,0,16,WALL
2369,0,17,WALL
2370,0,1,SNAKE
2371,0,1,SNAKE
2372,0,1,SNAKE
2373,0,7,WALL
2374,0,1,SNAKE
2375,0,7,WALL
2376,0,13,WALL
2377,0,1,SNAKE
2378,0,13,WALL
2379,0,1,SNAKE
2380,0,6,WALL
2381,0,7,WALL
2382,0,26,WALL
2383,1,14,WALL
2384,1,13,WALL
2385,0,15,WALL
2386,0,7,WALL
2387,0,1,SNAKE
2388,0,9,WALL
2389,0,1,SNAKE
2390,1,27,WALL
2391,1,14,WALL
2392,0,33,WALL
2393,0,6,WALL
2394,0,1,SNAKE
2395,0,7,WALL
2396,0,4,WALL
2397,0,7,WALL
2398,0,9,WALL
2399,0,1,SNAKE
2400,0,22,WALL
2401,0,5,WALL
2402,0,12,WALL
2403,0,8,WALL
2404,1,7,WALL
2405,0,8,WALL
2406,1,8,SNAKE
2407,0,1,SNAKE
2408,0,7,WALL
2409,1,17,WALL
2410,0,8,WALL
2411,0,10,WALL
2412,0,8,WALL
2413,0,1,SNAKE
2414,0,34,WALL
2415,0,10,WALL
2416,0,9,WALL
2417,0,18,WALL
2418,0,9,WALL
2419,0,5,WALL
2420,0,1,SNAKE
2421,0,14,WALL
2422,0,9,WALL
2423,1,15,WALL
2424,0,1,SNAKE
2425,0,13,WALL
2426,0,8,WALL
2427,0,10,WALL
2428,0,6,WALL
2429,0,16,WALL
2430,0,1,SNAKE
2431,0,1,SNAKE
2432,1,12,SNAKE
2433,0,13,WALL
2434,0,13,WALL
2435,0,36,WALL
2436,0,9,WALL
2437,0,16,WALL
2438,0,1,SNAKE
2439,0,1,SNAKE
2440,0,1,SNAKE
2441,0,9,WALL
2442,0,8,WALL
2443,0,8,WALL
2444,0,10,WALL
2445,0,13,WALL
2446,0,36,WALL
2447,0,43,WALL
2448,1,15,WALL
2449,0,10,WALL
2450,0,1,SNAKE
2451,0,12,WALL
2452,0,1,SNAKE
2453,0,7,WALL
2454,1,18,WALL
2455,0,8,WALL
2456,0,17,WALL
2457,0,14,WALL
2458,0,11,WALL
2459,0,23,WALL
2460,0,7,WALL
2461,0,7,WALL
2462,0,31,WALL
2463,0,23,WALL
2464,0,1,SNAKE
2465,0,6,WALL
2466,0,1,SNAKE
