Episode,Score,Total Steps,Death
1280,0,7,WALL
1281,1,7,WALL
1282,0,8,WALL
1283,0,14,WALL
1284,0,5,WALL
1285,0,1,SNAKE
1286,0,1,SNAKE
1287,0,13,WALL
1288,1,9,SNAKE
1289,0,1,SNAKE
1290,0,1,SNAKE
1291,0,1,SNAKE
1292,0,28,WALL
1293,0,1,SNAKE
1294,0,9,WALL
1295,0,16,WALL
1296,1,7,WALL
1297,0,23,WALL
1298,1,12,SNAKE
1299,0,19,WALL
1300,0,1,SNAKE
1301,0,11,WALL
1302,0,1,SNAKE
1303,0,52,WALL
1304,0,13,WALL
1305,0,9,WALL
1306,0,1,SNAKE
1307,0,8,WALL
1308,0,1,SNAKE
1309,0,29,WALL
1310,0,1,SNAKE
1311,0,1,SNAKE
1312,0,1,SNAKE
1313,0,1,SNAKE
1314,0,6,WALL
1315,0,11,WALL
1316,0,18,WALL
1317,0,7,WALL
1318,0,1,SNAKE
1319,0,1,SNAKE
1320,0,6,WALL
1321,0,25,WALL
1322,0,10,WALL
1323,0,17,WALL
1324,0,6,WALL
1325,1,12,SNAKE
1326,0,7,WALL
1327,0,5,WALL
1328,1,22,WALL
1329,1,35,SNAKE
1330,0,1,SNAKE
1331,0,1,SNAKE
1332,0,1,SNAKE
1333,1,19,SNAKE
1334,0,25,WALL
1335,0,7,WALL
1336,0,1,SNAKE
1337,0,10,WALL
1338,1,5,SNAKE
1339,0,9,WALL
1340,0,6,WALL
1341,0,34,WALL
1342,0,13,WALL
1343,0,1,SNAKE
1344,0,1,SNAKE
1345,0,1,SNAKE
1346,0,10,WALL
1347,0,6,WALL
1348,0,9,WALL
1349,0,1,SNAKE
1350,0,28,WALL
1351,1,14,WALL
1352,0,1,SNAKE
1353,0,1,SNAKE
1354,1,7,WALL
1355,0,1,SNAKE
1356,0,1,SNAKE
1357,0,44,WALL
1358,0,16,WALL
1359,0,7,WALL
1360,0,1,SNAKE
1361,0,7,WALL
1362,0,1,SNAKE
1363,1,8,WALL
1364,0,6,WALL
1365,0,13,WALL
1366,0,7,WALL
1367,0,7,WALL
1368,0,8,WALL
1369,0,1,SNAKE
1370,0,17,WALL
1371,0,1,SNAKE
1372,1,26,SNAKE
1373,0,25,WALL
1374,0,1,SNAKE
1375,0,16,WALL
1376,0,1,SNAKE
1377,0,6,WALL
1378,0,15,WALL
1379,0,19,WALL
1380,1,19,WALL
1381,0,7,WALL
1382,0,5,WALL
1383,0,12,WALL
1384,0,33,WALL
1385,0,1,SNAKE
1386,0,1,SNAKE
1387,0,9,WALL
1388,0,1,SNAKE
1389,0,1,SNAKE
1390,0,1,SNAKE
1391,0,11,WALL
1392,0,10,WALL
1393,0,1,SNAKE
1394,1,13,WALL
1395,0,9,WALL
1396,0,9,WALL
1397,0,8,WALL
1398,0,8,WALL
1399,0,1,SNAKE
1400,0,5,WALL
1401,0,5,WALL
1402,0,12,WALL
1403,1,12,SNAKE
1404,0,20,WALL
1405,0,9,WALL
1406,0,9,WALL
1407,0,7,WALL
1408,0,35,WALL
1409,0,22,WALL
1410,0,6,WALL
1411,0,7,WALL
1412,0,44,WALL
1413,1,9,WALL
1414,0,12,WALL
1415,0,14,WALL
1416,0,1,SNAKE
1417,0,1,SNAKE
1418,0,13,WALL
1419,0,34,WALL
1420,0,6,WALL
1421,0,6,WALL
1422,0,1,SNAKE
1423,0,29,WALL
1424,0,22,WALL
1425,0,22,WALL
1426,0,11,WALL
1427,0,1,SNAKE
1428,0,1,SNAKE
1429,0,23,WALL
1430,0,15,WALL
1431,0,7,WALL
1432,0,1,SNAKE
1433,0,13,WALL
1434,1,10,SNAKE
1435,0,14,WALL
1436,0,8,WALL
1437,0,1,SNAKE
1438,0,8,WALL
1439,0,19,WALL
1440,0,20,WALL
1441,0,6,WALL
1442,3,19,WALL
1443,0,17,WALL
1444,0,1,SNAKE
1445,0,1,SNAKE
1446,0,12,WALL
1447,0,6,WALL
1448,0,18,WALL
1449,0,1,SNAKE
1450,0,7,WALL
1451,0,33,WALL
1452,0,6,WALL
1453,0,16,WALL
1454,0,21,WALL
1455,0,1,SNAKE
1456,0,1,SNAKE
1457,0,1,SNAKE
1458,0,11,WALL
1459,0,11,WALL
1460,0,9,WALL
1461,0,1,SNAKE
1462,0,1,SNAKE
1463,0,1,SNAKE
1464,0,11,WALL
1465,0,7,WALL
1466,0,1,SNAKE
1467,1,9,WALL
1468,0,10,WALL
1469,1,16,WALL
1470,0,1,SNAKE
1471,0,1,SNAKE
1472,0,1,SNAKE
1473,0,11,WALL
1474,0,1,SNAKE
1475,1,15,WALL
1476,0,11,WALL
1477,0,1,SNAKE
1478,0,1,SNAKE
1479,0,28,WALL
1480,0,1,SNAKE
1481,1,7,WALL
1482,0,6,WALL
1483,0,1,SNAKE
1484,0,17,WALL
1485,0,6,WALL
1486,0,14,WALL
1487,0,1,SNAKE
1488,0,1,SNAKE
1489,0,19,WALL
1490,0,5,WALL
1491,0,17,WALL
1492,1,10,WALL
1493,1,39,WALL
1494,0,4,WALL
1495,0,8,WALL
1496,0,1,SNAKE
1497,0,8,WALL
1498,0,23,WALL
1499,2,32,WALL
1500,0,4,WALL
1501,0,1,SNAKE
1502,0,27,WALL
1503,0,20,WALL
1504,0,27,WALL
1505,0,1,SNAKE
1506,0,15,WALL
1507,0,4,WALL
1508,1,26,SNAKE
1509,0,14,WALL
1510,0,8,WALL
1511,0,11,WALL
1512,0,16,WALL
1513,1,17,WALL
1514,1,6,SNAKE
1515,0,1,SNAKE
1516,0,9,WALL
1517,0,1,SNAKE
1518,0,10,WALL
1519,0,12,WALL
1520,1,6,WALL
1521,0,1,SNAKE
1522,1,19,WALL
1523,0,10,WALL
1524,0,1,SNAKE
1525,0,19,WALL
1526,0,1,SNAKE
1527,0,6,WALL
1528,0,1,SNAKE
1529,0,22,WALL
1530,0,1,SNAKE
1531,0,10,WALL
1532,0,1,SNAKE
1533,0,8,WALL
1534,0,19,WALL
1535,0,15,WALL
1536,0,4,WALL
1537,0,7,WALL
1538,0,16,WALL
1539,0,1,SNAKE
1540,0,9,WALL
1541,0,8,WALL
1542,0,13,WALL
1543,0,8,WALL
1544,0,1,SNAKE
1545,0,1,SNAKE
1546,0,27,WALL
1547,0,18,WALL
1548,0,28,WALL
1549,0,1,SNAKE
1550,0,7,WALL
1551,0,26,WALL
1552,1,32,WALL
1553,0,18,WALL
1554,0,12,WALL
1555,0,8,WALL
1556,1,3,SNAKE
1557,0,1,SNAKE
1558,0,1,SNAKE
1559,0,1,SNAKE
1560,0,4,WALL
1561,0,17,WALL
1562,1,14,WALL
1563,1,3,SNAKE
1564,0,1,SNAKE
1565,0,10,WALL
1566,0,1,SNAKE
1567,0,15,WALL
1568,0,1,SNAKE
1569,0,10,WALL
1570,0,7,WALL
1571,0,1,SNAKE
1572,0,1,SNAKE
1573,0,21,WALL
1574,0,1,SNAKE
1575,0,6,WALL
1576,0,1,SNAKE
1577,0,11,WALL
1578,0,7,WALL
1579,0,1,SNAKE
1580,0,1,SNAKE
1581,0,1,SNAKE
1582,0,1,SNAKE
1583,0,1,SNAKE
1584,0,1,SNAKE
1585,0,26,WALL
1586,0,8,WALL
1587,0,1,SNAKE
1588,1,27,WALL
1589,0,1,SNAKE
1590,0,1,SNAKE
1591,0,8,WALL
1592,0,42,WALL
1593,0,16,WALL
1594,0,15,WALL
1595,0,1,SNAKE
1596,0,1,SNAKE
1597,0,8,WALL
1598,0,1,SNAKE
1599,0,1,SNAKE
1600,0,1,SNAKE
1601,0,1,SNAKE
1602,0,1,SNAKE
1603,1,8,SNAKE
1604,0,1,SNAKE
1605,0,1,SNAKE
1606,0,1,SNAKE
1607,0,9,WALL
1608,0,1,SNAKE
1609,0,1,SNAKE
1610,0,8,WALL
1611,1,22,WALL
1612,0,1,SNAKE
1613,0,1,SNAKE
1614,0,8,WALL
1615,0,7,WALL
1616,0,7,WALL
1617,1,5,WALL
1618,0,15,WALL
1619,0,9,WALL
1620,0,9,WALL
1621,0,7,WALL
1622,0,1,SNAKE
1623,0,17,WALL
1624,1,10,WALL
1625,0,1,SNAKE
1626,1,8,WALL
1627,0,7,WALL
1628,0,1,SNAKE
1629,0,1,SNAKE
1630,0,8,WALL
1631,0,1,SNAKE
1632,0,5,WALL
1633,0,7,WALL
1634,0,10,WALL
1635,0,1,SNAKE
1636,0,7,WALL
1637,0,19,WALL
1638,0,7,WALL
1639,0,17,WALL
1640,0,1,SNAKE
1641,0,1,SNAKE
1642,0,1,SNAKE
1643,0,1,SNAKE
1644,0,9,WALL
1645,0,11,WALL
1646,0,4,WALL
1647,0,1,SNAKE
1648,1,9,SNAKE
1649,0,13,WALL
1650,0,1,SNAKE
1651,0,9,WALL
1652,0,1,SNAKE
1653,0,17,WALL
1654,0,21,WALL
1655,0,1,SNAKE
1656,0,27,WALL
1657,0,20,WALL
1658,0,10,WALL
1659,0,5,WALL
1660,0,7,WALL
1661,0,1,SNAKE
1662,1,17,WALL
1663,1,15,WALL
1664,0,30,WALL
1665,0,14,WALL
1666,0,5,WALL
1667,0,37,WALL
1668,0,12,WALL
1669,0,1,SNAKE
1670,0,35,WALL
1671,0,23,WALL
1672,1,22,WALL
1673,0,6,WALL
1674,0,1,SNAKE
1675,0,28,WALL
1676,0,1,SNAKE
1677,0,1,SNAKE
1678,0,9,WALL
1679,0,8,WALL
1680,0,1,SNAKE
1681,0,15,WALL
1682,0,10,WALL
1683,0,1,SNAKE
1684,0,1,SNAKE
1685,0,34,WALL
1686,0,17,WALL
1687,0,1,SNAKE
1688,0,10,WALL
1689,0,1,SNAKE
1690,0,8,WALL
1691,0,25,WALL
1692,0,15,WALL
1693,0,37,WALL
1694,0,6,WALL
1695,0,8,WALL
1696,0,1,SNAKE
1697,0,1,SNAKE
1698,0,36,WALL
1699,0,10,WALL
1700,0,29,WALL
1701,0,1,SNAKE
1702,0,1,SNAKE
1703,0,1,SNAKE
1704,0,1,SNAKE
1705,0,6,WALL
1706,0,18,WALL
1707,0,24,WALL
1708,0,8,WALL
1709,0,12,WALL
1710,0,12,WALL
1711,0,27,WALL
1712,0,10,WALL
1713,0,4,WALL
1714,0,49,WALL
1715,0,6,WALL
1716,0,16,WALL
1717,0,1,SNAKE
1718,0,11,WALL
1719,0,1,SNAKE
1720,0,12,WALL
1721,1,20,WALL
1722,0,7,WALL
1723,0,6,WALL
1724,0,11,WALL
1725,0,47,WALL
1726,0,25,WALL
1727,0,1,SNAKE
1728,0,11,WALL
1729,0,5,WALL
1730,0,1,SNAKE
1731,0,12,WALL
1732,0,9,WALL
1733,1,16,WALL
1734,1,17,WALL
1735,0,15,WALL
1736,0,1,SNAKE
1737,0,12,WALL
1738,0,9,WALL
1739,0,1,SNAKE
1740,0,13,WALL
1741,0,1,SNAKE
1742,0,9,WALL
1743,0,9,WALL
1744,0,1,SNAKE
1745,0,1,SNAKE
1746,0,10,WALL
1747,0,36,WALL
1748,0,1,SNAKE
1749,0,35,WALL
1750,0,7,WALL
1751,0,1,SNAKE
1752,0,1,SNAKE
1753,0,29,WALL
1754,0,9,WALL
1755,0,11,WALL
1756,0,11,WALL
1757,0,11,WALL
1758,0,1,SNAKE
1759,0,12,WALL
1760,0,18,WALL
1761,0,20,WALL
1762,0,6,WALL
1763,0,1,SNAKE
1764,0,6,WALL
1765,1,6,WALL
1766,0,1,SNAKE
1767,0,12,WALL
1768,0,1,SNAKE
1769,0,18,WALL
1770,0,9,WALL
1771,0,1,SNAKE
1772,0,7,WALL
1773,0,6,WALL
1774,0,1,SNAKE
1775,0,12,WALL
1776,0,1,SNAKE
1777,0,21,WALL
1778,0,20,WALL
1779,0,1,SNAKE
1780,0,9,WALL
1781,0,1,SNAKE
1782,0,14,WALL
1783,0,1,SNAKE
1784,1,26,WALL
1785,0,1,SNAKE
1786,0,9,WALL
1787,0,17,WALL
1788,0,6,WALL
1789,0,11,WALL
1790,0,4,WALL
1791,1,19,WALL
1792,3,10,SNAKE
1793,0,1,SNAKE
1794,0,7,WALL
1795,0,8,WALL
1796,0,1,SNAKE
1797,0,7,WALL
1798,0,11,WALL
1799,0,63,WALL
1800,0,10,WALL
1801,0,22,WALL
1802,0,1,SNAKE
1803,0,1,SNAKE
1804,0,20,WALL
1805,0,8,WALL
1806,1,4,SNAKE
1807,0,1,SNAKE
1808,0,1,SNAKE
1809,0,1,SNAKE
1810,0,23,WALL
1811,1,10,SNAKE
1812,0,1,SNAKE
1813,0,24,WALL
1814,0,28,WALL
1815,0,1,SNAKE
1816,1,13,WALL
1817,0,6,WALL
1818,0,8,WALL
1819,0,1,SNAKE
1820,0,5,WALL
1821,0,6,WALL
1822,0,22,WALL
1823,0,6,WALL
1824,0,9,WALL
1825,0,17,WALL
1826,0,6,WALL
1827,0,6,WALL
1828,0,1,SNAKE
1829,0,5,WALL
1830,0,8,WALL
1831,0,7,WALL
1832,0,10,WALL
1833,0,1,SNAKE
1834,0,6,WALL
1835,0,8,WALL
1836,0,9,WALL
1837,0,1,SNAKE
1838,0,1,SNAKE
1839,0,10,WALL
1840,0,1,SNAKE
1841,0,8,WALL
1842,0,1,SNAKE
1843,0,6,WALL
1844,1,7,SNAKE
1845,1,7,WALL
1846,0,7,WALL
1847,0,1,SNAKE
1848,0,1,SNAKE
1849,0,7,WALL
1850,0,7,WALL
1851,1,4,WALL
1852,0,10,WALL
1853,0,1,SNAKE
1854,1,31,SNAKE
1855,0,1,SNAKE
1856,0,15,WALL
1857,0,1,SNAKE
1858,1,10,WALL
1859,0,11,WALL
1860,0,1,SNAKE
1861,0,9,WALL
1862,0,1,SNAKE
1863,0,1,SNAKE
1864,0,8,WALL
1865,0,5,WALL
1866,0,10,WALL
1867,0,8,WALL
1868,1,34,WALL
1869,0,13,WALL
1870,0,14,WALL
1871,0,21,WALL
1872,1,14,SNAKE
1873,0,26,WALL
1874,0,15,WALL
1875,0,16,WALL
1876,0,1,SNAKE
1877,0,10,WALL
1878,0,1,SNAKE
1879,0,11,WALL
1880,1,10,WALL
1881,1,14,WALL
1882,0,1,SNAKE
1883,0,11,WALL
1884,0,1,SNAKE
1885,0,38,WALL
1886,0,9,WALL
1887,1,19,WALL
1888,0,1,SNAKE
1889,0,8,WALL
1890,0,1,SNAKE
1891,0,18,WALL
1892,1,7,WALL
1893,0,1,SNAKE
1894,0,11,WALL
1895,0,1,SNAKE
1896,0,18,WALL
1897,0,10,WALL
1898,0,17,WALL
1899,0,1,SNAKE
1900,0,7,WALL
1901,0,1,SNAKE
1902,0,5,WALL
1903,0,1,SNAKE
1904,0,22,WALL
1905,1,15,WALL
1906,0,1,SNAKE
1907,0,11,WALL
1908,0,6,WALL
1909,0,29,WALL
1910,0,6,WALL
1911,0,1,SNAKE
1912,0,1,SNAKE
1913,0,8,WALL
1914,0,12,WALL
1915,1,18,WALL
1916,0,1,SNAKE
1917,1,3,SNAKE
1918,0,7,WALL
1919,0,1,SNAKE
1920,0,1,SNAKE
1921,0,1,SNAKE
1922,0,17,WALL
1923,0,7,WALL
1924,0,10,WALL
1925,0,12,WALL
1926,0,24,WALL
1927,0,1,SNAKE
1928,0,6,WALL
1929,0,22,WALL
1930,1,34,WALL
1931,0,12,WALL
1932,2,5,SNAKE
1933,1,33,SNAKE
1934,0,12,WALL
1935,0,12,WALL
1936,1,7,SNAKE
1937,0,12,WALL
1938,0,17,WALL
1939,0,1,SNAKE
1940,0,16,WALL
1941,0,19,WALL
1942,1,12,WALL
1943,0,14,WALL
1944,0,1,SNAKE
1945,1,17,WALL
1946,0,30,WALL
1947,0,15,WALL
1948,0,21,WALL
1949,0,8,WALL
1950,0,1,SNAKE
1951,0,1,SNAKE
1952,0,5,WALL
1953,0,10,WALL
1954,0,11,WALL
1955,0,1,SNAKE
1956,0,19,WALL
1957,0,1,SNAKE
1958,1,34,WALL
1959,0,1,SNAKE
1960,0,10,WALL
1961,0,1,SNAKE
1962,0,24,WALL
1963,0,1,SNAKE
1964,0,16,WALL
1965,0,23,WALL
1966,0,15,WALL
1967,0,1,SNAKE
1968,0,8,WALL
1969,0,14,WALL
1970,0,1,SNAKE
1971,0,23,WALL
1972,0,15,WALL
1973,0,1,SNAKE
1974,1,11,WALL
1975,0,1,SNAKE
1976,0,46,WALL
1977,0,8,WALL
1978,0,13,WALL
1979,0,8,WALL
1980,0,1,SNAKE
1981,0,7,WALL
1982,0,19,WALL
1983,0,1,SNAKE
1984,0,15,WALL
1985,0,5,WALL
1986,0,7,WALL
1987,0,32,WALL
1988,1,7,SNAKE
1989,0,6,WALL
1990,0,5,WALL
1991,0,16,WALL
1992,1,10,SNAKE
1993,1,5,WALL
1994,0,9,WALL
1995,0,1,SNAKE
1996,0,7,WALL
1997,0,16,WALL
1998,0,1,SNAKE
1999,0,1,SNAKE
2000,1,24,WALL
2001,0,1,SNAKE
2002,0,24,WALL
2003,0,1,SNAKE
2004,0,12,WALL
2005,0,7,WALL
2006,0,23,WALL
2007,0,11,WALL
2008,0,23,WALL
2009,0,14,WALL
2010,0,14,WALL
2011,0,6,WALL
2012,0,7,WALL
2013,0,18,WALL
2014,0,7,WALL
2015,1,24,WALL
2016,0,1,SNAKE
2017,0,1,SNAKE
2018,0,1,SNAKE
2019,0,1,SNAKE
2020,0,14,WALL
2021,0,1,SNAKE
2022,0,1,SNAKE
2023,0,7,WALL
2024,0,1,SNAKE
2025,0,1,SNAKE
2026,0,28,WALL
2027,0,1,SNAKE
2028,0,18,WALL
2029,0,1,SNAKE
2030,1,17,WALL
2031,0,7,WALL
2032,0,1,SNAKE
2033,0,44,WALL
2034,0,8,WALL
2035,0,1,SNAKE
2036,0,1,SNAKE
2037,0,17,WALL
2038,0,1,SNAKE
2039,0,12,WALL
2040,0,8,WALL
2041,0,15,WALL
2042,0,1,SNAKE
2043,0,8,WALL
2044,0,33,WALL
2045,0,21,WALL
2046,1,10,WALL
2047,0,1,SNAKE
2048,0,1,SNAKE
2049,1,6,WALL
2050,0,11,WALL
2051,0,13,WALL
2052,0,17,WALL
2053,0,1,SNAKE
2054,1,29,WALL
2055,0,1,SNAKE
2056,0,14,WALL
2057,0,10,WALL
2058,0,1,SNAKE
2059,0,27,WALL
2060,0,8,WALL
2061,0,5,WALL
2062,0,38,WALL
2063,0,16,WALL
2064,0,11,WALL
2065,0,1,SNAKE
2066,0,1,SNAKE
2067,0,22,WALL
2068,0,9,WALL
2069,0,19,WALL
2070,0,1,SNAKE
2071,0,11,WALL
2072,0,13,WALL
2073,0,16,WALL
2074,0,1,SNAKE
2075,0,1,SNAKE
2076,0,1,SNAKE
2077,0,1,SNAKE
2078,0,1,SNAKE
2079,0,1,SNAKE
2080,0,12,WALL
2081,0,17,WALL
2082,0,4,WALL
2083,0,1,SNAKE
2084,0,13,WALL
2085,1,20,WALL
2086,0,14,WALL
2087,0,10,WALL
2088,0,9,WALL
2089,0,7,WALL
2090,0,1,SNAKE
2091,0,1,SNAKE
2092,0,12,WALL
2093,0,9,WALL
2094,0,11,WALL
2095,0,1,SNAKE
2096,0,19,WALL
2097,0,13,WALL
2098,0,1,SNAKE
2099,0,1,SNAKE
2100,1,8,WALL
2101,0,11,WALL
2102,0,1,SNAKE
2103,1,9,WALL
2104,0,8,WALL
2105,0,1,SNAKE
2106,0,8,WALL
2107,0,25,WALL
2108,0,18,WALL
2109,0,6,WALL
2110,0,15,WALL
2111,1,10,SNAKE
2112,0,1,SNAKE
2113,0,5,WALL
2114,0,1,SNAKE
2115,0,10,WALL
2116,0,6,WALL
2117,0,1,SNAKE
2118,0,18,WALL
2119,0,1,SNAKE
2120,0,1,SNAKE
2121,0,9,WALL
2122,0,9,WALL
2123,0,12,WALL
2124,0,5,WALL
2125,0,12,WALL
2126,0,1,SNAKE
2127,0,9,WALL
2128,0,5,WALL
2129,0,1,SNAKE
2130,0,9,WALL
2131,0,1,SNAKE
2132,0,9,WALL
2133,0,15,WALL
2134,0,9,WALL
2135,0,1,SNAKE
2136,0,17,WALL
2137,0,1,SNAKE
2138,0,5,WALL
2139,0,7,WALL
2140,0,7,WALL
2141,0,1,SNAKE
2142,0,1,SNAKE
2143,0,13,WALL
2144,0,1,SNAKE
2145,0,1,SNAKE
2146,0,8,WALL
2147,0,23,WALL
2148,0,6,WALL
2149,0,1,SNAKE
2150,0,1,SNAKE
2151,0,1,SNAKE
2152,1,14,SNAKE
2153,0,15,WALL
2154,0,33,WALL
2155,0,6,WALL
2156,0,1,SNAKE
2157,0,22,WALL
2158,0,10,WALL
2159,0,1,SNAKE
2160,0,1,SNAKE
2161,0,14,WALL
2162,0,23,WALL
2163,0,9,WALL
2164,1,25,WALL
2165,0,1,SNAKE
2166,0,27,WALL
2167,0,1,SNAKE
2168,0,1,SNAKE
2169,0,15,WALL
2170,0,68,WALL
2171,0,24,WALL
2172,0,1,SNAKE
2173,0,9,WALL
2174,0,16,WALL
2175,0,10,WALL
2176,0,5,WALL
2177,0,22,WALL
2178,0,17,WALL
2179,0,6,WALL
2180,0,1,SNAKE
2181,0,1,SNAKE
2182,0,43,WALL
2183,0,7,WALL
2184,0,15,WALL
2185,0,1,SNAKE
2186,0,1,SNAKE
2187,0,1,SNAKE
2188,0,1,SNAKE
2189,0,15,WALL
2190,0,34,WALL
2191,0,1,SNAKE
2192,0,8,WALL
2193,0,1,SNAKE
2194,0,11,WALL
2195,0,34,WALL
2196,0,13,WALL
2197,0,17,WALL
2198,0,7,WALL
2199,0,14,WALL
2200,0,12,WALL
2201,0,6,WALL
2202,0,8,WALL
2203,0,1,SNAKE
2204,1,15,WALL
2205,0,1,SNAKE
2206,1,10,WALL
2207,0,1,SNAKE
2208,0,13,WALL
2209,1,3,SNAKE
2210,0,1,SNAKE
2211,0,1,SNAKE
2212,0,23,WALL
2213,0,1,SNAKE
2214,0,19,WALL
2215,0,7,WALL
2216,0,14,WALL
2217,0,1,SNAKE
2218,0,7,WALL
2219,0,10,WALL
2220,0,10,WALL
2221,0,5,WALL
2222,0,10,WALL
2223,0,10,WALL
2224,0,10,WALL
2225,0,5,WALL
2226,0,1,SNAKE
2227,0,7,WALL
2228,0,5,WALL
2229,0,1,SNAKE
2230,0,8,WALL
2231,0,20,WALL
2232,0,45,WALL
2233,0,8,WALL
2234,0,6,WALL
2235,0,14,WALL
2236,0,7,WALL
2237,0,7,WALL
2238,1,10,WALL
2239,0,8,WALL
2240,0,1,SNAKE
2241,0,15,WALL
2242,0,7,WALL
2243,0,10,WALL
2244,0,5,WALL
2245,0,1,SNAKE
2246,0,5,WALL
2247,0,11,WALL
2248,0,26,WALL
2249,0,10,WALL
2250,0,8,WALL
2251,0,16,WALL
2252,0,22,WALL
2253,1,5,WALL
2254,1,5,WALL
2255,0,9,WALL
2256,1,20,WALL
2257,0,1,SNAKE
2258,0,1,SNAKE
2259,0,1,SNAKE
2260,0,11,WALL
2261,0,1,SNAKE
2262,0,1,SNAKE
2263,1,7,WALL
2264,0,12,WALL
2265,0,1,SNAKE
2266,0,13,WALL
2267,0,6,WALL
2268,0,5,WALL
2269,0,11,WALL
2270,0,1,SNAKE
2271,0,1,SNAKE
2272,0,11,WALL
2273,0,8,WALL
2274,0,12,WALL
2275,0,14,WALL
2276,0,6,WALL
2277,0,1,SNAKE
2278,0,6,WALL
2279,0,18,WALL
2280,2,18,WALL
2281,0,1,SNAKE
2282,0,1,SNAKE
2283,1,13,SNAKE
2284,0,8,WALL
2285,0,24,WALL
2286,0,1,SNAKE
2287,0,15,WALL
2288,0,6,WALL
2289,0,35,WALL
2290,0,5,WALL
2291,0,5,WALL
2292,0,1,SNAKE
2293,0,1,SNAKE
2294,0,1,SNAKE
2295,0,11,WALL
2296,0,1,SNAKE
2297,0,7,WALL
2298,0,14,WALL
2299,0,1,SNAKE
2300,0,1,SNAKE
2301,0,14,WALL
2302,0,8,WALL
2303,0,14,WALL
2304,0,13,WALL
2305,0,7,WALL
2306,0,4,WALL
2307,1,13,WALL
2308,0,1,SNAKE
2309,0,11,WALL
2310,0,22,WALL
2311,0,18,WALL
2312,0,12,WALL
2313,1,9,SNAKE
2314,0,1,SNAKE
2315,0,1,SNAKE
2316,0,21,WALL
2317,0,7,WALL
2318,0,5,WALL
2319,0,1,SNAKE
2320,0,9,WALL
2321,0,1,SNAKE
2322,0,32,WALL
2323,0,1,SNAKE
2324,0,10,WALL
2325,0,11,WALL
2326,0,5,WALL
2327,0,1,SNAKE
2328,0,7,WALL
2329,0,27,WALL
2330,0,21,WALL
2331,0,10,WALL
2332,0,24,WALL
2333,0,1,SNAKE
2334,0,26,WALL
2335,0,1,SNAKE
2336,0,10,WALL
2337,0,5,WALL
2338,0,51,WALL
2339,0,1,SNAKE
2340,0,8,WALL
2341,1,16,WALL
2342,0,6,WALL
2343,0,49,WALL
2344,0,1,SNAKE
2345,0,10,WALL
2346,0,1,SNAKE
2347,0,1,SNAKE
2348,0,15,WALL
2349,0,6,WALL
2350,0,11,WALL
2351,0,1,SNAKE
2352,0,21,WALL
2353,0,8,WALL
2354,0,1,SNAKE
2355,0,11,WALL
2356,0,13,WALL
2357,0,5,WALL
2358,0,1,SNAKE
2359,0,18,WALL
2360,0,1,SNAKE
2361,0,1,SNAKE
2362,0,7,WALL
2363,0,1,SNAKE
2364,0,8,WALL
2365,0,1,SNAKE
2366,0,7,WALL
2367,0,1,SNAKE
2368,1,6,WALL
2369,0,6,WALL
2370,1,14,WALL
2371,0,6,WALL
2372,0,1,SNAKE
2373,0,1,SNAKE
2374,0,12,WALL
2375,1,6,WALL
2376,0,10,WALL
2377,0,11,WALL
2378,0,6,WALL
2379,1,8,SNAKE
2380,0,8,WALL
2381,0,1,SNAKE
2382,0,15,WALL
2383,0,1,SNAKE
2384,2,27,WALL
2385,0,16,WALL
2386,0,1,SNAKE
2387,0,12,WALL
2388,0,7,WALL
2389,0,13,WALL
2390,0,10,WALL
2391,0,1,SNAKE
2392,0,1,SNAKE
2393,0,1,SNAKE
2394,0,1,SNAKE
2395,0,9,WALL
2396,0,13,WALL
2397,0,1,SNAKE
2398,0,1,SNAKE
2399,1,14,SNAKE
2400,0,1,SNAKE
2401,0,4,WALL
2402,0,1,SNAKE
2403,0,9,WALL
2404,0,13,WALL
2405,0,1,SNAKE
2406,0,7,WALL
2407,0,1,SNAKE
2408,0,8,WALL
2409,0,1,SNAKE
2410,0,1,SNAKE
2411,0,1,SNAKE
2412,1,8,SNAKE
2413,0,21,WALL
2414,0,1,SNAKE
2415,0,4,WALL
2416,0,1,SNAKE
2417,0,10,WALL
2418,0,6,WALL
2419,0,40,WALL
2420,0,6,WALL
2421,0,8,WALL
2422,0,1,SNAKE
2423,0,1,SNAKE
2424,0,9,WALL
2425,3,11,WALL
2426,0,1,SNAKE
2427,0,8,WALL
2428,0,13,WALL
2429,0,10,WALL
2430,0,6,WALL
2431,0,1,SNAKE
2432,0,16,WALL
2433,0,8,WALL
2434,0,6,WALL
2435,0,26,WALL
2436,1,5,SNAKE
2437,0,43,WALL
2438,0,6,WALL
2439,0,38,WALL
2440,1,17,WALL
2441,0,7,WALL
2442,0,27,WALL
2443,0,10,WALL
2444,0,7,WALL
2445,0,14,WALL
2446,0,34,WALL
2447,0,1,SNAKE
2448,0,1,SNAKE
2449,0,1,SNAKE
2450,0,10,WALL
2451,0,1,SNAKE
2452,1,8,WALL
2453,0,1,SNAKE
2454,0,1,SNAKE
2455,0,7,WALL
2456,0,5,WALL
2457,0,1,SNAKE
2458,0,1,SNAKE
2459,2,20,WALL
2460,0,25,WALL
2461,0,11,WALL
2462,0,1,SNAKE
2463,0,9,WALL
2464,0,1,SNAKE
2465,0,1,SNAKE
2466,0,29,WALL
2467,0,7,WALL
2468,0,12,WALL
2469,1,5,SNAKE
2470,0,1,SNAKE
2471,0,27,WALL
2472,1,7,SNAKE
2473,0,8,WALL
