Episode,Score,Total Steps,Death
122,0,1,SNAKE
123,0,20,WALL
124,0,1,SNAKE
125,0,13,WALL
126,0,1,SNAKE
127,0,1,SNAKE
128,1,8,WALL
129,0,19,WALL
130,0,15,WALL
131,0,11,WALL
132,0,8,WALL
133,0,6,WALL
134,0,14,WALL
135,0,12,WALL
136,0,1,SNAKE
137,0,25,WALL
138,0,8,WALL
139,1,25,WALL
140,0,9,WALL
141,1,7,WALL
142,0,27,WALL
143,0,1,SNAKE
144,0,7,WALL
145,0,17,WALL
146,0,1,SNAKE
147,0,11,WALL
148,0,6,WALL
149,0,1,SNAKE
150,0,8,WALL
151,0,36,WALL
152,0,8,WALL
153,0,8,WALL
154,0,21,WALL
155,0,1,SNAKE
156,0,8,WALL
157,0,22,WALL
158,0,8,WALL
159,0,15,WALL
160,0,15,WALL
161,0,24,WALL
162,0,1,SNAKE
163,0,1,SNAKE
164,0,1,SNAKE
165,1,14,WALL
166,0,1,SNAKE
167,0,7,WALL
168,0,8,WALL
169,0,1,SNAKE
170,0,1,SNAKE
171,0,1,SNAKE
172,0,1,SNAKE
173,1,13,WALL
174,1,7,WALL
175,0,7,WALL
176,0,20,WALL
177,0,1,SNAKE
178,0,8,WALL
179,0,1,SNAKE
180,0,1,SNAKE
181,0,1,SNAKE
182,0,7,WALL
183,0,23,WALL
184,0,15,WALL
185,0,13,WALL
186,0,1,SNAKE
187,0,58,WALL
188,0,20,WALL
189,0,16,WALL
190,0,15,WALL
191,0,6,WALL
192,0,9,WALL
193,0,1,SNAKE
194,0,1,SNAKE
195,0,10,WALL
196,0,10,WALL
197,0,30,WALL
198,0,1,SNAKE
199,1,19,WALL
200,0,33,WALL
201,0,1,SNAKE
202,0,1,SNAKE
203,0,12,WALL
204,0,9,WALL
205,0,1,SNAKE
206,0,4,WALL
207,0,6,WALL
208,0,9,WALL
209,0,12,WALL
210,0,12,WALL
211,0,9,WALL
212,0,9,WALL
213,1,6,WALL
214,0,1,SNAKE
215,0,9,WALL
216,0,1,SNAKE
217,0,8,WALL
218,0,12,WALL
219,0,1,SNAKE
220,0,12,WALL
221,1,7,SNAKE
222,0,16,WALL
223,0,18,WALL
224,0,11,WALL
225,1,11,WALL
226,2,11,WALL
227,0,1,SNAKE
228,0,1,SNAKE
229,0,1,SNAKE
230,1,13,SNAKE
231,0,6,WALL
232,0,14,WALL
233,0,16,WALL
234,0,4,WALL
235,0,10,WALL
236,1,15,SNAKE
237,0,1,SNAKE
238,0,1,SNAKE
239,0,10,WALL
240,0,20,WALL
241,0,7,WALL
242,0,1,SNAKE
243,0,9,WALL
244,0,11,WALL
245,1,10,WALL
246,0,8,WALL
247,0,8,WALL
248,0,1,SNAKE
249,0,10,WALL
250,0,1,SNAKE
251,0,1,SNAKE
252,0,20,WALL
253,0,27,WALL
254,0,19,WALL
255,0,14,WALL
256,0,9,WALL
257,0,5,WALL
258,0,8,WALL
259,0,6,WALL
260,0,1,SNAKE
261,0,17,WALL
262,0,16,WALL
263,0,14,WALL
264,2,23,SNAKE
265,0,1,SNAKE
266,0,5,WALL
267,0,7,WALL
268,1,22,SNAKE
269,0,1,SNAKE
270,0,1,SNAKE
271,0,32,WALL
272,0,7,WALL
273,0,1,SNAKE
274,0,22,WALL
275,1,14,WALL
276,0,6,WALL
277,0,9,WALL
278,0,15,WALL
279,0,15,WALL
280,0,1,SNAKE
281,0,7,WALL
282,0,7,WALL
283,0,1,SNAKE
284,0,1,SNAKE
285,0,17,WALL
286,0,8,WALL
287,0,9,WALL
288,0,1,SNAKE
289,0,1,SNAKE
290,0,1,SNAKE
291,0,1,SNAKE
292,0,1,SNAKE
293,0,1,SNAKE
294,0,9,WALL
295,0,27,WALL
296,0,7,WALL
297,0,27,WALL
298,0,13,WALL
299,0,15,WALL
300,0,1,SNAKE
301,0,1,SNAKE
302,0,12,WALL
303,1,9,SNAKE
304,0,14,WALL
305,0,13,WALL
306,0,1,SNAKE
307,0,4,WALL
308,0,20,WALL
309,0,18,WALL
310,0,9,WALL
311,0,8,WALL
312,0,7,WALL
313,0,1,SNAKE
314,0,8,WALL
315,0,6,WALL
316,0,15,WALL
317,0,1,SNAKE
318,0,1,SNAKE
319,0,26,WALL
320,0,1,SNAKE
321,0,1,SNAKE
322,0,7,WALL
323,0,10,WALL
324,0,1,SNAKE
325,0,12,WALL
326,1,18,WALL
327,0,16,WALL
328,0,14,WALL
329,1,14,WALL
330,0,6,WALL
331,0,12,WALL
332,0,8,WALL
333,0,23,WALL
334,1,14,WALL
335,0,1,SNAKE
336,0,15,WALL
337,0,9,WALL
338,0,1,SNAKE
339,0,7,WALL
340,0,5,WALL
341,0,27,WALL
342,0,1,SNAKE
343,0,1,SNAKE
344,0,1,SNAKE
345,0,13,WALL
346,0,39,WALL
347,0,9,WALL
348,0,19,WALL
349,0,9,WALL
350,0,1,SNAKE
351,0,30,WALL
352,0,1,SNAKE
353,1,20,WALL
354,0,1,SNAKE
355,0,6,WALL
356,0,1,SNAKE
357,0,15,WALL
358,0,1,SNAKE
359,0,10,WALL
360,0,10,WALL
361,0,1,SNAKE
362,0,1,SNAKE
363,0,4,WALL
364,0,16,WALL
365,0,5,WALL
366,0,8,WALL
367,0,15,WALL
368,0,16,WALL
369,0,1,SNAKE
370,0,1,SNAKE
371,0,6,WALL
372,0,1,SNAKE
373,0,6,WALL
374,0,15,WALL
375,0,21,WALL
376,0,1,SNAKE
377,1,14,WALL
378,1,31,WALL
379,0,18,WALL
380,0,26,WALL
381,0,7,WALL
382,0,17,WALL
383,0,13,WALL
384,0,1,SNAKE
385,1,18,WALL
386,0,1,SNAKE
387,0,1,SNAKE
388,0,5,WALL
389,0,19,WALL
390,1,20,WALL
391,1,3,SNAKE
392,1,11,WALL
393,1,8,WALL
394,2,10,WALL
395,0,9,WALL
396,0,1,SNAKE
397,1,48,WALL
398,0,23,WALL
399,0,17,WALL
400,0,5,WALL
401,1,16,SNAKE
402,0,1,SNAKE
403,0,10,WALL
404,0,10,WALL
405,1,46,SNAKE
406,1,17,SNAKE
407,0,1,SNAKE
408,0,12,WALL
409,0,13,WALL
410,0,15,WALL
411,1,6,SNAKE
412,0,12,WALL
413,0,10,WALL
414,0,38,WALL
415,0,1,SNAKE
416,0,38,WALL
417,0,1,SNAKE
418,0,1,SNAKE
419,0,1,SNAKE
420,0,19,WALL
421,0,1,SNAKE
422,1,10,WALL
423,0,28,WALL
424,0,1,SNAKE
425,0,1,SNAKE
426,1,33,SNAKE
427,0,1,SNAKE
428,1,6,SNAKE
429,0,12,WALL
430,0,1,SNAKE
431,0,6,WALL
432,0,1,SNAKE
433,0,1,SNAKE
434,0,1,SNAKE
435,1,5,SNAKE
436,0,8,WALL
437,0,42,WALL
438,0,1,SNAKE
439,0,5,WALL
440,0,11,WALL
441,0,6,WALL
442,0,1,SNAKE
443,0,11,WALL
444,0,1,SNAKE
445,0,1,SNAKE
446,0,25,WALL
447,0,1,SNAKE
448,0,12,WALL
449,0,14,WALL
450,0,8,WALL
451,0,24,WALL
452,0,26,WALL
453,0,1,SNAKE
454,0,1,SNAKE
455,0,13,WALL
456,0,1,SNAKE
457,0,1,SNAKE
458,0,32,WALL
459,1,8,SNAKE
460,0,16,WALL
461,0,1,SNAKE
462,0,6,WALL
463,0,10,WALL
464,0,4,WALL
465,0,10,WALL
466,0,4,WALL
467,0,6,WALL
468,0,1,SNAKE
469,0,1,SNAKE
470,0,16,WALL
471,0,12,WALL
472,0,22,WALL
473,0,7,WALL
474,0,1,SNAKE
475,2,50,WALL
476,0,15,WALL
477,0,25,WALL
478,0,1,SNAKE
479,0,13,WALL
480,1,8,WALL
481,0,9,WALL
482,0,1,SNAKE
483,0,16,WALL
484,0,56,WALL
485,0,7,WALL
486,0,1,SNAKE
487,0,1,SNAKE
488,0,7,WALL
489,0,10,WALL
490,0,8,WALL
491,1,13,WALL
492,0,25,WALL
493,0,12,WALL
494,0,1,SNAKE
495,0,5,WALL
496,0,1,SNAKE
497,0,11,WALL
498,0,9,WALL
499,1,11,SNAKE
500,0,7,WALL
501,0,21,WALL
502,0,1,SNAKE
503,0,28,WALL
504,0,1,SNAKE
505,0,1,SNAKE
506,0,11,WALL
507,0,1,SNAKE
508,0,18,WALL
509,1,10,SNAKE
510,1,13,WALL
511,0,20,WALL
512,0,1,SNAKE
513,0,12,WALL
514,0,8,WALL
515,0,15,WALL
516,0,1,SNAKE
517,0,22,WALL
518,1,22,SNAKE
519,0,1,SNAKE
520,1,16,SNAKE
521,0,1,SNAKE
522,0,1,SNAKE
523,0,1,SNAKE
524,0,43,WALL
525,0,1,SNAKE
526,1,3,SNAKE
527,0,1,SNAKE
528,0,22,WALL
529,0,8,WALL
530,0,4,WALL
531,0,1,SNAKE
532,1,27,SNAKE
533,0,1,SNAKE
534,0,12,WALL
535,0,23,WALL
536,0,9,WALL
537,0,1,SNAKE
538,0,9,WALL
539,0,10,WALL
540,0,5,WALL
541,0,11,WALL
542,0,1,SNAKE
543,0,18,WALL
544,1,8,SNAKE
545,0,1,SNAKE
546,0,8,WALL
547,0,6,WALL
548,1,4,SNAKE
549,0,1,SNAKE
550,0,1,SNAKE
551,0,4,WALL
552,0,5,WALL
553,0,23,WALL
554,0,1,SNAKE
555,0,1,SNAKE
556,0,6,WALL
557,0,18,WALL
558,0,21,WALL
559,0,1,SNAKE
560,1,7,WALL
561,0,13,WALL
562,1,4,SNAKE
563,0,9,WALL
564,0,18,WALL
565,0,1,SNAKE
566,0,23,WALL
567,0,5,WALL
568,0,14,WALL
569,0,27,WALL
570,1,5,WALL
571,1,22,SNAKE
572,0,10,WALL
573,0,14,WALL
574,0,4,WALL
575,0,27,WALL
576,0,7,WALL
577,0,1,SNAKE
578,0,16,WALL
579,0,13,WALL
580,0,11,WALL
581,0,8,WALL
582,1,25,SNAKE
583,0,1,SNAKE
584,0,1,SNAKE
585,0,1,SNAKE
586,0,10,WALL
587,0,1,SNAKE
588,0,19,WALL
589,0,1,SNAKE
590,0,1,SNAKE
591,0,14,WALL
592,0,1,SNAKE
593,0,1,SNAKE
594,0,1,SNAKE
595,0,9,WALL
596,0,7,WALL
597,0,23,WALL
598,1,12,WALL
599,1,21,WALL
600,0,1,SNAKE
601,0,7,WALL
602,0,1,SNAKE
603,0,7,WALL
604,0,11,WALL
605,1,10,WALL
606,0,5,WALL
607,0,34,WALL
608,0,21,WALL
609,0,14,WALL
610,0,12,WALL
611,0,6,WALL
612,0,6,WALL
613,0,28,WALL
614,0,6,WALL
615,0,1,SNAKE
616,0,1,SNAKE
617,0,8,WALL
618,1,14,SNAKE
619,0,8,WALL
620,0,1,SNAKE
621,0,1,SNAKE
622,0,29,WALL
623,0,1,SNAKE
624,0,1,SNAKE
625,0,17,WALL
626,0,1,SNAKE
627,0,1,SNAKE
628,0,1,SNAKE
629,0,1,SNAKE
630,0,1,SNAKE
631,0,7,WALL
632,0,1,SNAKE
633,0,6,WALL
634,0,19,WALL
635,0,24,WALL
636,0,1,SNAKE
637,0,1,SNAKE
638,0,1,SNAKE
639,0,1,SNAKE
640,0,9,WALL
641,0,1,SNAKE
642,0,46,WALL
643,0,1,SNAKE
644,0,24,WALL
645,0,1,SNAKE
646,0,1,SNAKE
647,0,11,WALL
648,1,20,SNAKE
649,0,6,WALL
650,0,15,WALL
651,0,30,WALL
652,0,1,SNAKE
653,0,1,SNAKE
654,0,1,SNAKE
655,1,13,WALL
656,0,10,WALL
657,0,7,WALL
658,1,11,WALL
659,0,1,SNAKE
660,0,1,SNAKE
661,0,1,SNAKE
662,1,13,WALL
663,0,1,SNAKE
664,1,11,WALL
665,0,8,WALL
666,1,10,WALL
667,2,14,WALL
668,0,1,SNAKE
669,0,8,WALL
670,1,17,WALL
671,1,5,SNAKE
672,1,41,WALL
673,0,1,SNAKE
674,0,1,SNAKE
675,0,15,WALL
676,0,15,WALL
677,1,25,WALL
678,0,15,WALL
679,0,1,SNAKE
680,0,17,WALL
681,0,18,WALL
682,0,1,SNAKE
683,0,10,WALL
684,0,18,WALL
685,0,9,WALL
686,0,22,WALL
687,0,15,WALL
688,0,9,WALL
689,0,1,SNAKE
690,0,13,WALL
691,1,4,SNAKE
692,1,4,SNAKE
693,0,1,SNAKE
694,0,15,WALL
695,0,7,WALL
696,0,18,WALL
697,0,6,WALL
698,0,17,WALL
699,0,6,WALL
700,0,6,WALL
701,1,11,WALL
702,0,8,WALL
703,0,1,SNAKE
704,0,31,WALL
705,0,1,SNAKE
706,0,10,WALL
707,1,11,WALL
708,0,12,WALL
709,1,9,SNAKE
710,0,1,SNAKE
711,0,13,WALL
712,0,7,WALL
713,0,1,SNAKE
714,1,5,WALL
715,0,1,SNAKE
716,3,15,SNAKE
717,1,11,WALL
718,0,1,SNAKE
719,1,22,WALL
720,0,6,WALL
721,0,7,WALL
722,0,1,SNAKE
723,0,7,WALL
724,0,1,SNAKE
725,0,1,SNAKE
726,0,1,SNAKE
727,0,16,WALL
728,0,9,WALL
729,1,5,SNAKE
730,0,1,SNAKE
731,0,10,WALL
732,0,11,WALL
733,0,7,WALL
734,0,9,WALL
735,0,7,WALL
736,0,1,SNAKE
737,0,1,SNAKE
738,0,43,WALL
739,0,1,SNAKE
740,0,11,WALL
741,0,1,SNAKE
742,0,22,WALL
743,0,1,SNAKE
744,0,19,WALL
745,0,8,WALL
746,1,9,SNAKE
747,0,8,WALL
748,0,15,WALL
749,0,9,WALL
750,0,22,WALL
751,0,8,WALL
752,1,11,WALL
753,0,1,SNAKE
754,1,59,WALL
755,0,20,WALL
756,0,1,SNAKE
757,0,24,WALL
758,0,1,SNAKE
759,0,1,SNAKE
760,0,6,WALL
761,0,1,SNAKE
762,0,1,SNAKE
763,0,7,WALL
764,0,7,WALL
765,0,7,WALL
766,0,1,SNAKE
767,0,26,WALL
768,0,7,WALL
769,2,10,SNAKE
770,0,1,SNAKE
771,0,1,SNAKE
772,0,6,WALL
773,0,6,WALL
774,0,1,SNAKE
775,0,7,WALL
776,1,8,WALL
777,0,11,WALL
778,0,8,WALL
779,0,8,WALL
780,1,14,WALL
781,0,13,WALL
782,0,6,WALL
783,0,7,WALL
784,0,15,WALL
785,0,1,SNAKE
786,0,12,WALL
787,0,5,WALL
788,0,9,WALL
789,0,1,SNAKE
790,0,14,WALL
791,0,7,WALL
792,0,6,WALL
793,0,1,SNAKE
794,1,20,WALL
795,0,1,SNAKE
796,0,43,WALL
797,0,10,WALL
798,0,1,SNAKE
799,0,1,SNAKE
800,0,1,SNAKE
801,0,8,WALL
802,0,1,SNAKE
803,0,6,WALL
804,1,5,SNAKE
805,0,1,SNAKE
806,0,7,WALL
807,0,18,WALL
808,0,8,WALL
809,0,16,WALL
810,0,13,WALL
811,0,1,SNAKE
812,0,1,SNAKE
813,0,1,SNAKE
814,0,9,WALL
815,0,1,SNAKE
816,0,10,WALL
817,0,8,WALL
818,0,17,WALL
819,0,5,WALL
820,0,5,WALL
821,0,1,SNAKE
822,0,8,WALL
823,0,11,WALL
824,0,1,SNAKE
825,0,14,WALL
826,0,1,SNAKE
827,0,57,WALL
828,0,1,SNAKE
829,0,1,SNAKE
830,0,8,WALL
831,0,48,WALL
832,0,25,WALL
833,0,16,WALL
834,1,19,WALL
835,0,1,SNAKE
836,0,7,WALL
837,0,8,WALL
838,0,26,WALL
839,0,1,SNAKE
840,0,21,WALL
841,0,10,WALL
842,0,19,WALL
843,0,1,SNAKE
844,0,12,WALL
845,0,19,WALL
846,0,1,SNAKE
847,0,1,SNAKE
848,0,1,SNAKE
849,0,10,WALL
850,0,22,WALL
851,0,9,WALL
852,0,1,SNAKE
853,0,46,WALL
854,0,19,WALL
855,0,6,WALL
856,1,9,SNAKE
857,0,1,SNAKE
858,0,1,SNAKE
859,0,11,WALL
860,1,20,WALL
861,0,12,WALL
862,0,7,WALL
863,0,10,WALL
864,0,1,SNAKE
865,0,8,WALL
866,0,18,WALL
867,0,7,WALL
868,1,21,WALL
869,0,5,WALL
870,0,6,WALL
871,0,20,WALL
872,0,8,WALL
873,1,3,SNAKE
874,1,11,WALL
875,0,11,WALL
876,0,13,WALL
877,0,1,SNAKE
878,0,7,WALL
879,0,8,WALL
880,0,11,WALL
881,0,1,SNAKE
882,0,6,WALL
883,2,30,SNAKE
884,0,1,SNAKE
885,0,1,SNAKE
886,0,6,WALL
887,1,6,WALL
888,0,11,WALL
889,1,3,SNAKE
890,0,9,WALL
891,0,10,WALL
892,0,13,WALL
893,0,7,WALL
894,0,15,WALL
895,0,1,SNAKE
896,0,1,SNAKE
897,0,1,SNAKE
898,0,13,WALL
899,0,1,SNAKE
900,0,33,WALL
901,0,1,SNAKE
902,0,22,WALL
903,0,18,WALL
904,1,10,WALL
905,0,22,WALL
906,1,11,WALL
907,0,9,WALL
908,0,1,SNAKE
909,0,1,SNAKE
910,0,1,SNAKE
911,0,6,WALL
912,0,1,SNAKE
913,0,9,WALL
914,0,14,WALL
915,0,6,WALL
916,0,13,WALL
917,0,10,WALL
918,1,26,SNAKE
919,0,15,WALL
920,1,41,WALL
921,0,9,WALL
922,0,16,WALL
923,0,22,WALL
924,0,1,SNAKE
925,0,4,WALL
926,0,12,WALL
927,0,7,WALL
928,1,7,WALL
929,0,11,WALL
930,0,1,SNAKE
931,2,10,WALL
932,0,6,WALL
933,0,8,WALL
934,0,1,SNAKE
935,0,6,WALL
936,0,10,WALL
937,0,18,WALL
938,0,8,WALL
939,0,17,WALL
940,0,19,WALL
941,1,23,WALL
942,0,7,WALL
943,0,11,WALL
944,0,27,WALL
945,0,10,WALL
946,0,1,SNAKE
947,0,1,SNAKE
948,0,1,SNAKE
949,0,34,WALL
950,0,8,WALL
951,0,1,SNAKE
952,0,15,WALL
953,0,1,SNAKE
954,0,7,WALL
955,0,39,WALL
956,0,1,SNAKE
957,0,8,WALL
958,0,5,WALL
959,0,1,SNAKE
960,0,10,WALL
961,0,35,WALL
962,0,8,WALL
963,0,15,WALL
964,0,1,SNAKE
965,0,1,SNAKE
966,1,3,SNAKE
967,1,15,SNAKE
968,0,12,WALL
969,0,1,SNAKE
970,0,1,SNAKE
971,0,7,WALL
972,0,1,SNAKE
973,0,1,SNAKE
974,0,1,SNAKE
975,0,19,WALL
976,0,1,SNAKE
977,0,12,WALL
978,0,1,SNAKE
979,1,35,WALL
980,0,16,WALL
981,0,8,WALL
982,0,1,SNAKE
983,0,1,SNAKE
984,1,7,WALL
985,0,1,SNAKE
986,0,26,WALL
987,0,8,WALL
988,0,5,WALL
989,0,28,WALL
990,0,11,WALL
991,0,10,WALL
992,0,22,WALL
993,0,1,SNAKE
994,0,1,SNAKE
995,1,8,WALL
996,0,32,WALL
997,0,13,WALL
998,0,12,WALL
999,2,6,WALL
1000,0,6,WALL
1001,0,8,WALL
1002,0,1,SNAKE
1003,0,8,WALL
1004,0,8,WALL
1005,3,30,WALL
1006,0,1,SNAKE
1007,0,32,WALL
1008,0,1,SNAKE
1009,0,19,WALL
1010,2,17,WALL
1011,0,1,SNAKE
1012,0,11,WALL
1013,1,32,WALL
1014,0,4,WALL
1015,0,1,SNAKE
1016,1,20,SNAKE
1017,0,11,WALL
1018,1,8,WALL
1019,0,7,WALL
1020,1,7,WALL
1021,0,14,WALL
1022,0,1,SNAKE
1023,0,15,WALL
1024,0,1,SNAKE
1025,0,29,WALL
1026,0,9,WALL
1027,2,18,WALL
1028,0,39,WALL
1029,0,23,WALL
1030,0,1,SNAKE
1031,1,33,WALL
1032,0,1,SNAKE
1033,0,1,SNAKE
1034,0,1,SNAKE
1035,0,24,WALL
1036,0,1,SNAKE
1037,0,15,WALL
1038,0,7,WALL
1039,0,1,SNAKE
1040,0,20,WALL
1041,0,1,SNAKE
1042,0,6,WALL
1043,0,10,WALL
1044,0,12,WALL
1045,0,1,SNAKE
1046,0,1,SNAKE
1047,2,15,WALL
1048,0,1,SNAKE
1049,0,25,WALL
1050,1,14,SNAKE
1051,0,29,WALL
1052,0,23,WALL
1053,1,22,WALL
1054,0,14,WALL
1055,0,6,WALL
1056,0,14,WALL
1057,0,6,WALL
1058,0,7,WALL
1059,1,17,WALL
1060,0,1,SNAKE
1061,0,13,WALL
1062,0,1,SNAKE
1063,0,13,WALL
1064,0,5,WALL
1065,0,24,WALL
1066,0,19,WALL
1067,0,8,WALL
1068,0,9,WALL
1069,0,23,WALL
1070,0,1,SNAKE
1071,0,7,WALL
1072,0,1,SNAKE
1073,0,1,SNAKE
1074,0,11,WALL
1075,0,12,WALL
1076,0,11,WALL
1077,0,1,SNAKE
1078,0,13,WALL
1079,0,6,WALL
1080,0,10,WALL
1081,0,8,WALL
1082,0,35,WALL
1083,1,9,WALL
1084,0,1,SNAKE
1085,0,7,WALL
1086,0,24,WALL
1087,0,1,SNAKE
1088,0,13,WALL
1089,0,1,SNAKE
1090,0,1,SNAKE
1091,0,9,WALL
1092,0,7,WALL
1093,0,1,SNAKE
1094,0,40,WALL
1095,0,9,WALL
1096,0,8,WALL
1097,0,1,SNAKE
1098,0,15,WALL
1099,0,9,WALL
1100,0,8,WALL
1101,0,1,SNAKE
1102,0,1,SNAKE
1103,0,24,WALL
1104,0,10,WALL
1105,0,13,WALL
1106,0,1,SNAKE
1107,0,10,WALL
1108,0,5,WALL
1109,1,16,WALL
1110,0,1,SNAKE
1111,1,8,WALL
1112,0,8,WALL
1113,1,21,WALL
1114,0,1,SNAKE
1115,0,7,WALL
1116,0,10,WALL
1117,0,1,SNAKE
1118,0,14,WALL
1119,0,1,SNAKE
1120,0,1,SNAKE
1121,1,24,WALL
1122,0,1,SNAKE
1123,0,6,WALL
1124,0,13,WALL
1125,0,10,WALL
1126,0,22,WALL
1127,0,18,WALL
1128,0,13,WALL
1129,0,1,SNAKE
1130,0,12,WALL
1131,0,22,WALL
1132,0,7,WALL
1133,0,6,WALL
1134,0,5,WALL
1135,0,13,WALL
1136,0,10,WALL
1137,0,16,WALL
1138,0,13,WALL
1139,0,20,WALL
1140,0,1,SNAKE
1141,0,8,WALL
1142,0,6,WALL
1143,0,15,WALL
1144,0,1,SNAKE
1145,0,17,WALL
1146,0,1,SNAKE
1147,0,21,WALL
1148,0,11,WALL
1149,0,13,WALL
1150,0,5,WALL
1151,0,32,WALL
1152,0,5,WALL
1153,0,18,WALL
1154,0,1,SNAKE
1155,0,24,WALL
1156,0,8,WALL
1157,0,1,SNAKE
1158,0,12,WALL
1159,0,1,SNAKE
1160,0,11,WALL
1161,0,4,WALL
1162,0,10,WALL
1163,0,1,SNAKE
1164,0,7,WALL
1165,0,1,SNAKE
1166,0,1,SNAKE
1167,0,1,SNAKE
1168,0,10,WALL
1169,0,4,WALL
1170,0,9,WALL
1171,0,15,WALL
1172,0,1,SNAKE
1173,0,8,WALL
1174,0,1,SNAKE
1175,1,10,SNAKE
1176,0,26,WALL
1177,0,1,SNAKE
1178,1,7,WALL
1179,0,7,WALL
1180,1,5,WALL
1181,0,24,WALL
1182,0,7,WALL
1183,0,6,WALL
1184,0,1,SNAKE
1185,0,1,SNAKE
1186,0,1,SNAKE
1187,0,1,SNAKE
1188,0,6,WALL
1189,0,11,WALL
1190,0,9,WALL
1191,0,1,SNAKE
1192,0,31,WALL
1193,0,7,WALL
1194,0,29,WALL
1195,0,7,WALL
1196,0,1,SNAKE
1197,0,1,SNAKE
1198,0,6,WALL
1199,0,1,SNAKE
1200,0,13,WALL
1201,0,13,WALL
1202,0,7,WALL
1203,0,1,SNAKE
1204,0,6,WALL
1205,0,1,SNAKE
1206,0,10,WALL
1207,0,1,SNAKE
1208,0,12,WALL
1209,0,17,WALL
1210,0,1,SNAKE
1211,0,11,WALL
1212,1,28,WALL
1213,1,3,SNAKE
1214,1,19,WALL
1215,0,19,WALL
1216,0,18,WALL
1217,0,1,SNAKE
1218,0,5,WALL
1219,0,31,WALL
1220,0,7,WALL
1221,0,6,WALL
1222,0,4,WALL
1223,0,14,WALL
1224,0,13,WALL
1225,0,7,WALL
1226,0,1,SNAKE
1227,0,30,WALL
1228,0,12,WALL
1229,0,1,SNAKE
1230,0,1,SNAKE
1231,0,1,SNAKE
1232,0,6,WALL
1233,0,1,SNAKE
1234,0,1,SNAKE
1235,0,4,WALL
1236,1,16,WALL
1237,0,1,SNAKE
1238,2,21,SNAKE
1239,0,1,SNAKE
1240,0,1,SNAKE
1241,0,7,WALL
1242,0,7,WALL
1243,1,15,WALL
1244,0,7,WALL
1245,0,1,SNAKE
1246,0,10,WALL
1247,0,6,WALL
1248,0,6,WALL
1249,0,11,WALL
1250,0,40,WALL
1251,0,1,SNAKE
1252,0,13,WALL
1253,0,1,SNAKE
1254,0,8,WALL
1255,0,24,WALL
1256,0,14,WALL
1257,0,10,WALL
1258,0,7,WALL
1259,0,1,SNAKE
1260,0,17,WALL
1261,1,11,WALL
1262,0,1,SNAKE
1263,1,7,WALL
1264,0,6,WALL
1265,0,4,WALL
1266,1,7,WALL
1267,0,1,SNAKE
1268,0,8,WALL
1269,0,11,WALL
1270,0,21,WALL
1271,2,7,WALL
1272,0,6,WALL
1273,0,23,WALL
1274,0,1,SNAKE
1275,1,19,SNAKE
1276,0,9,WALL
1277,1,3,SNAKE
1278,1,12,WALL
1279,0,1,SNAKE
